assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_024734835.1	PRJNA224116	SAMN30333619	na	na	na	na	562	562	Escherichia coli	strain=SCAID WND1-2022 (119)	na	latest	Complete Genome	Major	Full	2022/08/24	ASM2473483v1		GCA_024734835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/734/835/GCF_024734835.1_ASM2473483v1	./GCF_024734835.1_ASM2473483v1_genomic.fna.gz
GCF_024585985.1	PRJNA224116	SAMN18877289	na	na	na	na	562	562	Escherichia coli	strain=PD23	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458598v1		GCA_024585985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/985/GCF_024585985.1_ASM2458598v1	./GCF_024585985.1_ASM2458598v1_genomic.fna.gz
GCF_024585685.1	PRJNA224116	SAMN18877304	na	na	na	na	562	562	Escherichia coli	strain=MB15	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458568v1		GCA_024585685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/685/GCF_024585685.1_ASM2458568v1	./GCF_024585685.1_ASM2458568v1_genomic.fna.gz
GCF_024585965.1	PRJNA224116	SAMN18877290	na	na	na	na	562	562	Escherichia coli	strain=PD7	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458596v1		GCA_024585965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/965/GCF_024585965.1_ASM2458596v1	./GCF_024585965.1_ASM2458596v1_genomic.fna.gz
GCF_024585565.1	PRJNA224116	SAMN18877310	na	na	na	na	562	562	Escherichia coli	strain=MB46	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458556v1		GCA_024585565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/565/GCF_024585565.1_ASM2458556v1	./GCF_024585565.1_ASM2458556v1_genomic.fna.gz
GCF_024585425.1	PRJNA224116	SAMN18877317	na	na	na	na	562	562	Escherichia coli	strain=MB57	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458542v1		GCA_024585425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/425/GCF_024585425.1_ASM2458542v1	./GCF_024585425.1_ASM2458542v1_genomic.fna.gz
GCF_024585405.1	PRJNA224116	SAMN18877318	na	na	na	na	562	562	Escherichia coli	strain=MB64	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458540v1		GCA_024585405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/405/GCF_024585405.1_ASM2458540v1	./GCF_024585405.1_ASM2458540v1_genomic.fna.gz
GCF_024585845.1	PRJNA224116	SAMN18877296	na	na	na	na	562	562	Escherichia coli	strain=PM22	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458584v1		GCA_024585845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/845/GCF_024585845.1_ASM2458584v1	./GCF_024585845.1_ASM2458584v1_genomic.fna.gz
GCF_024585025.1	PRJNA224116	SAMN04917413	na	na	na	na	562	562	Escherichia coli	strain=P393-F10	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458502v1		GCA_024585025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/025/GCF_024585025.1_ASM2458502v1	./GCF_024585025.1_ASM2458502v1_genomic.fna.gz
GCF_024585905.1	PRJNA224116	SAMN18877293	na	na	na	na	562	562	Escherichia coli	strain=PK12	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458590v1		GCA_024585905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/905/GCF_024585905.1_ASM2458590v1	./GCF_024585905.1_ASM2458590v1_genomic.fna.gz
GCF_024585005.1	PRJNA224116	SAMN04917414	na	na	na	na	562	562	Escherichia coli	strain=E21845/O/A	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458500v1		GCA_024585005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/005/GCF_024585005.1_ASM2458500v1	./GCF_024585005.1_ASM2458500v1_genomic.fna.gz
GCF_024585705.1	PRJNA224116	SAMN18877303	na	na	na	na	562	562	Escherichia coli	strain=MB10	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458570v1		GCA_024585705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/705/GCF_024585705.1_ASM2458570v1	./GCF_024585705.1_ASM2458570v1_genomic.fna.gz
GCF_024585585.1	PRJNA224116	SAMN18877309	na	na	na	na	562	562	Escherichia coli	strain=MB31	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458558v1		GCA_024585585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/585/GCF_024585585.1_ASM2458558v1	./GCF_024585585.1_ASM2458558v1_genomic.fna.gz
GCF_024585445.1	PRJNA224116	SAMN18877316	na	na	na	na	562	562	Escherichia coli	strain=MB56	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458544v1		GCA_024585445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/445/GCF_024585445.1_ASM2458544v1	./GCF_024585445.1_ASM2458544v1_genomic.fna.gz
GCF_024585665.1	PRJNA224116	SAMN18877305	na	na	na	na	562	562	Escherichia coli	strain=MB19	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458566v1		GCA_024585665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/665/GCF_024585665.1_ASM2458566v1	./GCF_024585665.1_ASM2458566v1_genomic.fna.gz
GCF_024585465.1	PRJNA224116	SAMN18877315	na	na	na	na	562	562	Escherichia coli	strain=MB53	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458546v1		GCA_024585465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/465/GCF_024585465.1_ASM2458546v1	./GCF_024585465.1_ASM2458546v1_genomic.fna.gz
GCF_024585825.1	PRJNA224116	SAMN18877297	na	na	na	na	562	562	Escherichia coli	strain=PI24	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458582v1		GCA_024585825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/825/GCF_024585825.1_ASM2458582v1	./GCF_024585825.1_ASM2458582v1_genomic.fna.gz
GCF_024585625.1	PRJNA224116	SAMN18877307	na	na	na	na	562	562	Escherichia coli	strain=MB22	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458562v1		GCA_024585625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/625/GCF_024585625.1_ASM2458562v1	./GCF_024585625.1_ASM2458562v1_genomic.fna.gz
GCF_024585525.1	PRJNA224116	SAMN18877312	na	na	na	na	562	562	Escherichia coli	strain=MB50	na	latest	Complete Genome	Major	Full	2022/08/08	ASM2458552v1		GCA_024585525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/525/GCF_024585525.1_ASM2458552v1	./GCF_024585525.1_ASM2458552v1_genomic.fna.gz
GCF_024760205.1	PRJNA224116	SAMN30399898	na	na	na	na	562	562	Escherichia coli	strain=2e	na	latest	Complete Genome	Major	Full	2022/08/29	ASM2476020v1		GCA_024760205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/760/205/GCF_024760205.1_ASM2476020v1	./GCF_024760205.1_ASM2476020v1_genomic.fna.gz
GCF_022969555.2	PRJNA224116	SAMN26630246	na	na	na	na	562	562	Escherichia coli	strain=HH194M	na	latest	Complete Genome	Major	Full	2022/08/31	ASM2296955v2		GCA_022969555.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/969/555/GCF_022969555.2_ASM2296955v2	./GCF_022969555.2_ASM2296955v2_genomic.fna.gz
GCF_024730765.1	PRJNA224116	SAMN23704831	na	na	na	na	562	562	Escherichia coli	strain=A30	na	latest	Complete Genome	Major	Full	2022/08/22	ASM2473076v1		GCA_024730765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/730/765/GCF_024730765.1_ASM2473076v1	./GCF_024730765.1_ASM2473076v1_genomic.fna.gz
GCF_024735245.1	PRJNA224116	SAMN30247557	na	na	na	na	562	562	Escherichia coli	strain=XH989	na	latest	Complete Genome	Major	Full	2022/08/24	ASM2473524v1		GCA_024735245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/735/245/GCF_024735245.1_ASM2473524v1	./GCF_024735245.1_ASM2473524v1_genomic.fna.gz
GCF_024662255.1	PRJNA224116	SAMN28105629	na	na	na	na	562	562	Escherichia coli	strain=BE311	na	latest	Complete Genome	Major	Full	2022/08/15	ASM2466225v1		GCA_024662255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/662/255/GCF_024662255.1_ASM2466225v1	./GCF_024662255.1_ASM2466225v1_genomic.fna.gz
GCF_024734095.1	PRJNA224116	SAMN30343417	na	na	na	na	562	562	Escherichia coli	strain=573	na	latest	Complete Genome	Major	Full	2022/08/23	ASM2473409v1		GCA_024734095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/734/095/GCF_024734095.1_ASM2473409v1	./GCF_024734095.1_ASM2473409v1_genomic.fna.gz
GCF_024917795.1	PRJNA224116	SAMN28174089	na	na	na	na	562	562	Escherichia coli	strain=5270	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491779v1		GCA_024917795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/795/GCF_024917795.1_ASM2491779v1	./GCF_024917795.1_ASM2491779v1_genomic.fna.gz
GCF_024918375.1	PRJNA224116	SAMN28174021	na	na	na	na	562	562	Escherichia coli	strain=3150	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491837v1		GCA_024918375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/375/GCF_024918375.1_ASM2491837v1	./GCF_024918375.1_ASM2491837v1_genomic.fna.gz
GCF_024918775.1	PRJNA224116	SAMN28174032	na	na	na	na	562	562	Escherichia coli	strain=3359	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491877v1		GCA_024918775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/775/GCF_024918775.1_ASM2491877v1	./GCF_024918775.1_ASM2491877v1_genomic.fna.gz
GCF_024917235.1	PRJNA224116	SAMN28174015	na	na	na	na	562	562	Escherichia coli	strain=3045	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491723v1		GCA_024917235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/235/GCF_024917235.1_ASM2491723v1	./GCF_024917235.1_ASM2491723v1_genomic.fna.gz
GCF_024917535.1	PRJNA224116	SAMN28174072	na	na	na	na	562	562	Escherichia coli	strain=4750	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491753v1		GCA_024917535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/535/GCF_024917535.1_ASM2491753v1	./GCF_024917535.1_ASM2491753v1_genomic.fna.gz
GCF_024917655.1	PRJNA224116	SAMN28174091	na	na	na	na	562	562	Escherichia coli	strain=5283	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491765v1		GCA_024917655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/655/GCF_024917655.1_ASM2491765v1	./GCF_024917655.1_ASM2491765v1_genomic.fna.gz
GCF_024917375.1	PRJNA224116	SAMN28174016	na	na	na	na	562	562	Escherichia coli	strain=3059	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491737v1		GCA_024917375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/375/GCF_024917375.1_ASM2491737v1	./GCF_024917375.1_ASM2491737v1_genomic.fna.gz
GCF_024917715.1	PRJNA224116	SAMN28174065	na	na	na	na	562	562	Escherichia coli	strain=4621	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491771v1		GCA_024917715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/715/GCF_024917715.1_ASM2491771v1	./GCF_024917715.1_ASM2491771v1_genomic.fna.gz
GCF_024918815.1	PRJNA224116	SAMN28173996	na	na	na	na	562	562	Escherichia coli	strain=1579	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491881v1		GCA_024918815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/815/GCF_024918815.1_ASM2491881v1	./GCF_024918815.1_ASM2491881v1_genomic.fna.gz
GCF_024918155.1	PRJNA224116	SAMN28174050	na	na	na	na	562	562	Escherichia coli	strain=4069	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491815v1		GCA_024918155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/155/GCF_024918155.1_ASM2491815v1	./GCF_024918155.1_ASM2491815v1_genomic.fna.gz
GCF_024918135.1	PRJNA224116	SAMN28174076	na	na	na	na	562	562	Escherichia coli	strain=4973	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491813v1		GCA_024918135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/135/GCF_024918135.1_ASM2491813v1	./GCF_024918135.1_ASM2491813v1_genomic.fna.gz
GCF_024917275.1	PRJNA224116	SAMN28174056	na	na	na	na	562	562	Escherichia coli	strain=4314	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491727v1		GCA_024917275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/275/GCF_024917275.1_ASM2491727v1	./GCF_024917275.1_ASM2491727v1_genomic.fna.gz
GCF_024917475.1	PRJNA224116	SAMN28174010	na	na	na	na	562	562	Escherichia coli	strain=2900	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491747v1		GCA_024917475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/475/GCF_024917475.1_ASM2491747v1	./GCF_024917475.1_ASM2491747v1_genomic.fna.gz
GCF_024918015.1	PRJNA224116	SAMN28174006	na	na	na	na	562	562	Escherichia coli	strain=2779 - blood draw same patient as MB9267	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491801v1		GCA_024918015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/015/GCF_024918015.1_ASM2491801v1	./GCF_024918015.1_ASM2491801v1_genomic.fna.gz
GCF_024917815.1	PRJNA224116	SAMN28174088	na	na	na	na	562	562	Escherichia coli	strain=5264	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491781v1		GCA_024917815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/815/GCF_024917815.1_ASM2491781v1	./GCF_024917815.1_ASM2491781v1_genomic.fna.gz
GCF_024917735.1	PRJNA224116	SAMN28174054	na	na	na	na	562	562	Escherichia coli	strain=4238	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491773v1		GCA_024917735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/735/GCF_024917735.1_ASM2491773v1	./GCF_024917735.1_ASM2491773v1_genomic.fna.gz
GCF_024917995.1	PRJNA224116	SAMN28174017	na	na	na	na	562	562	Escherichia coli	strain=3090	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491799v1		GCA_024917995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/995/GCF_024917995.1_ASM2491799v1	./GCF_024917995.1_ASM2491799v1_genomic.fna.gz
GCF_024918755.1	PRJNA224116	SAMN28174027	na	na	na	na	562	562	Escherichia coli	strain=ST12468	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491875v1		GCA_024918755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/755/GCF_024918755.1_ASM2491875v1	./GCF_024918755.1_ASM2491875v1_genomic.fna.gz
GCF_024918915.1	PRJNA224116	SAMN13948685	na	na	na	na	562	562	Escherichia coli	strain=p11B	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491891v1		GCA_024918915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/915/GCF_024918915.1_ASM2491891v1	./GCF_024918915.1_ASM2491891v1_genomic.fna.gz
GCF_024918035.1	PRJNA224116	SAMN28174012	na	na	na	na	562	562	Escherichia coli	strain=3036	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491803v1		GCA_024918035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/035/GCF_024918035.1_ASM2491803v1	./GCF_024918035.1_ASM2491803v1_genomic.fna.gz
GCF_024971795.1	PRJNA224116	SAMN20236810	na	na	na	na	562	562	Escherichia coli	strain=SF10	na	latest	Complete Genome	Major	Full	2022/09/06	ASM2497179v1		GCA_024971795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/971/795/GCF_024971795.1_ASM2497179v1	./GCF_024971795.1_ASM2497179v1_genomic.fna.gz
GCF_024970535.1	PRJNA224116	SAMN30608532	na	na	na	na	562	562	Escherichia coli	strain=DLI.5a	na	latest	Complete Genome	Major	Full	2022/09/06	ASM2497053v1		GCA_024970535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/970/535/GCF_024970535.1_ASM2497053v1	./GCF_024970535.1_ASM2497053v1_genomic.fna.gz
GCF_024971055.1	PRJNA224116	SAMN30608554	na	na	na	na	562	562	Escherichia coli	strain=DLI.6n	na	latest	Complete Genome	Major	Full	2022/09/06	ASM2497105v1		GCA_024971055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/971/055/GCF_024971055.1_ASM2497105v1	./GCF_024971055.1_ASM2497105v1_genomic.fna.gz
GCF_024918895.1	PRJNA224116	SAMN13948682	na	na	na	na	562	562	Escherichia coli	strain=p10B	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491889v1		GCA_024918895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/895/GCF_024918895.1_ASM2491889v1	./GCF_024918895.1_ASM2491889v1_genomic.fna.gz
GCF_024918195.1	PRJNA224116	SAMN28174042	na	na	na	na	562	562	Escherichia coli	strain=3985	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491819v1		GCA_024918195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/195/GCF_024918195.1_ASM2491819v1	./GCF_024918195.1_ASM2491819v1_genomic.fna.gz
GCF_024918335.1	PRJNA224116	SAMN28174001	na	na	na	na	562	562	Escherichia coli	strain=ST361	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491833v1		GCA_024918335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/335/GCF_024918335.1_ASM2491833v1	./GCF_024918335.1_ASM2491833v1_genomic.fna.gz
GCF_024918295.1	PRJNA224116	SAMN28173990	na	na	na	na	562	562	Escherichia coli	strain=961	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491829v1		GCA_024918295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/295/GCF_024918295.1_ASM2491829v1	./GCF_024918295.1_ASM2491829v1_genomic.fna.gz
GCF_024917955.1	PRJNA224116	SAMN28174095	na	na	na	na	562	562	Escherichia coli	strain=5444	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491795v1		GCA_024917955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/955/GCF_024917955.1_ASM2491795v1	./GCF_024917955.1_ASM2491795v1_genomic.fna.gz
GCF_024918275.1	PRJNA224116	SAMN28174046	na	na	na	na	562	562	Escherichia coli	strain=4012	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491827v1		GCA_024918275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/918/275/GCF_024918275.1_ASM2491827v1	./GCF_024918275.1_ASM2491827v1_genomic.fna.gz
GCF_024917355.1	PRJNA224116	SAMN28174075	na	na	na	na	562	562	Escherichia coli	strain=4848	na	latest	Complete Genome	Major	Full	2022/09/04	ASM2491735v1		GCA_024917355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/355/GCF_024917355.1_ASM2491735v1	./GCF_024917355.1_ASM2491735v1_genomic.fna.gz
GCF_024971875.1	PRJNA224116	SAMN20236813	na	na	na	na	562	562	Escherichia coli	strain=GS04	na	latest	Complete Genome	Major	Full	2022/09/06	ASM2497187v1		GCA_024971875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/971/875/GCF_024971875.1_ASM2497187v1	./GCF_024971875.1_ASM2497187v1_genomic.fna.gz
GCF_024971815.1	PRJNA224116	SAMN20236841	na	na	na	na	562	562	Escherichia coli	strain=HL15	na	latest	Complete Genome	Major	Full	2022/09/06	ASM2497181v1		GCA_024971815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/971/815/GCF_024971815.1_ASM2497181v1	./GCF_024971815.1_ASM2497181v1_genomic.fna.gz
GCF_024971895.1	PRJNA224116	SAMN20236820	na	na	na	na	562	562	Escherichia coli	strain=BL12	na	latest	Complete Genome	Major	Full	2022/09/06	ASM2497189v1		GCA_024971895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/971/895/GCF_024971895.1_ASM2497189v1	./GCF_024971895.1_ASM2497189v1_genomic.fna.gz
GCF_025159115.1	PRJNA224116	SAMN30636257	na	na	na	na	562	562	Escherichia coli	strain=HB42	na	latest	Complete Genome	Major	Full	2022/09/13	ASM2515911v1		GCA_025159115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/159/115/GCF_025159115.1_ASM2515911v1	./GCF_025159115.1_ASM2515911v1_genomic.fna.gz
GCF_025200615.1	PRJNA224116	SAMN30466960	na	na	na	na	562	562	Escherichia coli	strain=USDA-ARS-USMARC-51688	na	latest	Complete Genome	Major	Full	2022/09/14	ASM2520061v1		GCA_025200615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/200/615/GCF_025200615.1_ASM2520061v1	./GCF_025200615.1_ASM2520061v1_genomic.fna.gz
GCF_025244625.1	PRJNA224116	SAMN30672768	na	na	na	na	562	562	Escherichia coli	strain=hubt-sl	na	latest	Complete Genome	Major	Full	2022/09/17	ASM2524462v1		GCA_025244625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/244/625/GCF_025244625.1_ASM2524462v1	./GCF_025244625.1_ASM2524462v1_genomic.fna.gz
GCF_025232455.1	PRJNA224116	SAMN29187368	na	na	na	na	562	562	Escherichia coli	strain=806883-11-2019	na	latest	Complete Genome	Major	Full	2022/09/16	ASM2523245v1		GCA_025232455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/232/455/GCF_025232455.1_ASM2523245v1	./GCF_025232455.1_ASM2523245v1_genomic.fna.gz
GCF_025200635.1	PRJNA224116	SAMN30466958	na	na	na	na	562	562	Escherichia coli	strain=USDA-ARS-USMARC-50748	na	latest	Complete Genome	Major	Full	2022/09/14	ASM2520063v1		GCA_025200635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/200/635/GCF_025200635.1_ASM2520063v1	./GCF_025200635.1_ASM2520063v1_genomic.fna.gz
GCF_025200555.1	PRJNA224116	SAMN30466959	na	na	na	na	562	562	Escherichia coli	strain=USDA-ARS-USMARC-51408	na	latest	Complete Genome	Major	Full	2022/09/14	ASM2520055v1		GCA_025200555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/200/555/GCF_025200555.1_ASM2520055v1	./GCF_025200555.1_ASM2520055v1_genomic.fna.gz
GCF_025200675.1	PRJNA224116	SAMN30466956	na	na	na	na	562	562	Escherichia coli	strain=USDA-ARS-USMARC-49610	na	latest	Complete Genome	Major	Full	2022/09/14	ASM2520067v1		GCA_025200675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/200/675/GCF_025200675.1_ASM2520067v1	./GCF_025200675.1_ASM2520067v1_genomic.fna.gz
GCF_025259645.1	PRJNA224116	SAMN24145077	na	na	na	na	562	562	Escherichia coli	strain=2021CK-01784	na	latest	Complete Genome	Major	Full	2022/09/19	ASM2525964v1		GCA_025259645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/259/645/GCF_025259645.1_ASM2525964v1	./GCF_025259645.1_ASM2525964v1_genomic.fna.gz
GCF_025254465.1	PRJNA224116	SAMN30656214	na	na	na	na	562	562	Escherichia coli	strain=THB42-F2	na	latest	Complete Genome	Major	Full	2022/09/19	ASM2525446v1		GCA_025254465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/254/465/GCF_025254465.1_ASM2525446v1	./GCF_025254465.1_ASM2525446v1_genomic.fna.gz
GCF_025232475.1	PRJNA224116	SAMN29187367	na	na	na	na	562	562	Escherichia coli	strain=806883-9-2019	na	latest	Complete Genome	Major	Full	2022/09/16	ASM2523247v1		GCA_025232475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/232/475/GCF_025232475.1_ASM2523247v1	./GCF_025232475.1_ASM2523247v1_genomic.fna.gz
GCF_025244805.1	PRJNA224116	SAMN30702412	na	na	na	na	562	562	Escherichia coli	strain=Ec15103	na	latest	Complete Genome	Major	Full	2022/09/18	ASM2524480v1		GCA_025244805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/244/805/GCF_025244805.1_ASM2524480v1	./GCF_025244805.1_ASM2524480v1_genomic.fna.gz
GCF_025369815.1	PRJNA224116	SAMN30789312	na	na	na	na	562	562	Escherichia coli	strain=E9	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536981v1		GCA_025369815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/815/GCF_025369815.1_ASM2536981v1	./GCF_025369815.1_ASM2536981v1_genomic.fna.gz
GCF_025254305.1	PRJNA224116	SAMN30656182	na	na	na	na	562	562	Escherichia coli	strain=THB42-F1	na	latest	Complete Genome	Major	Full	2022/09/19	ASM2525430v1		GCA_025254305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/254/305/GCF_025254305.1_ASM2525430v1	./GCF_025254305.1_ASM2525430v1_genomic.fna.gz
GCF_025369695.1	PRJNA224116	SAMN30789311	na	na	na	na	562	562	Escherichia coli	strain=E8	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536969v1		GCA_025369695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/695/GCF_025369695.1_ASM2536969v1	./GCF_025369695.1_ASM2536969v1_genomic.fna.gz
GCF_018499805.2	PRJNA224116	SAMN19090730	na	na	na	na	562	562	Escherichia coli	strain=JNQH498	na	latest	Complete Genome	Major	Full	2022/09/22	ASM1849980v2		GCA_018499805.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/499/805/GCF_018499805.2_ASM1849980v2	./GCF_018499805.2_ASM1849980v2_genomic.fna.gz
GCF_025369775.1	PRJNA224116	SAMN30789308	na	na	na	na	562	562	Escherichia coli	strain=E5	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536977v1		GCA_025369775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/775/GCF_025369775.1_ASM2536977v1	./GCF_025369775.1_ASM2536977v1_genomic.fna.gz
