"Gene","Non-unique Gene name","No. isolates","No. sequences"
"SRR13160359_complete_genome_CDS_2397","persistent","175","175"
"SRR13160359_complete_genome_CDS_2429","persistent","175","176"
"SRR13160359_complete_genome_CDS_2461","shell","59","65"
"SRR13160359_complete_genome_CDS_2493","persistent","175","179"
"SRR13160359_complete_genome_CDS_2525","persistent","172","172"
"SRR13160359_complete_genome_CDS_2845","persistent","175","176"
"SRR13160359_complete_genome_CDS_2878","persistent","175","176"
"SRR13160359_complete_genome_CDS_2910","persistent","175","176"
"SRR13160359_complete_genome_CDS_2974","persistent","175","176"
"SRR13160359_complete_genome_CDS_3006","shell","164","165"
"SRR13160359_complete_genome_CDS_3070","persistent","175","175"
"SRR13160359_complete_genome_CDS_3102","persistent","175","175"
"SRR13160359_complete_genome_CDS_3134","persistent","172","172"
"SRR13160359_complete_genome_CDS_3198","persistent","173","175"
"SRR13160359_complete_genome_CDS_3230","persistent","172","174"
"SRR13160359_complete_genome_CDS_3262","persistent","173","173"
"SRR13160359_complete_genome_CDS_3294","persistent","175","175"
"SRR13160359_complete_genome_CDS_3326","shell","101","109"
"SRR13160359_complete_genome_CDS_3358","shell","152","237"
"SRR13160359_complete_genome_CDS_3390","persistent","175","175"
"SRR13160359_complete_genome_CDS_3422","persistent","174","229"
"SRR13160359_complete_genome_CDS_3518","persistent","175","175"
"SRR13160359_complete_genome_CDS_3806","persistent","175","175"
"SRR13160359_complete_genome_CDS_3838","persistent","175","175"
"SRR13160359_complete_genome_CDS_3870","persistent","175","175"
"SRR13160359_complete_genome_CDS_3934","persistent","175","175"
"SRR13160359_complete_genome_CDS_3966","persistent","175","175"
"SRR13160359_complete_genome_CDS_3998","persistent","175","175"
"SRR13160359_complete_genome_CDS_4254","persistent","175","175"
"SRR13160359_complete_genome_CDS_4319","persistent","175","176"
"SRR13160359_complete_genome_CDS_4351","persistent","175","175"
"SRR13160359_complete_genome_CDS_4383","persistent","175","175"
"SRR6929631_complete_genome_CDS_4173","shell","47","47"
"SRR6929631_complete_genome_CDS_4205","shell","52","52"
"SRR6929631_complete_genome_CDS_4237","persistent","175","175"
"SRR6929631_complete_genome_CDS_4269","persistent","175","175"
"SRR6929631_complete_genome_CDS_4302","persistent","175","175"
"SRR6929631_complete_genome_CDS_4334","persistent","175","175"
"SRR6929631_complete_genome_CDS_4366","shell","59","65"
"SRR6929631_complete_genome_CDS_4655","persistent","175","175"
"SRR6929631_complete_genome_CDS_4687","persistent","175","175"
"SRR6929631_complete_genome_CDS_4751","persistent","175","175"
"SRR6929631_complete_genome_CDS_4783","persistent","175","175"
"SRR6929631_complete_genome_CDS_4815","persistent","175","175"
"SRR6929631_complete_genome_CDS_4847","persistent","175","175"
"SRR6929631_complete_genome_CDS_4879","shell","124","124"
"SRR6929631_complete_genome_CDS_4911","persistent","175","175"
"SRR6929631_complete_genome_CDS_4944","persistent","175","175"
"SRR6929631_complete_genome_CDS_4977","persistent","175","233"
"SRR6929631_complete_genome_CDS_5041","persistent","175","175"
"SRR6929631_complete_genome_CDS_5073","persistent","175","175"
"SRR6929631_complete_genome_CDS_5235","persistent","172","183"
"SRR6929631_complete_genome_CDS_5267","shell","25","25"
"SRR15277995_complete_genome_CDS_0029","persistent","175","175"
"SRR15277995_complete_genome_CDS_0061","persistent","175","175"
"SRR15277995_complete_genome_CDS_0093","persistent","175","175"
"SRR15277995_complete_genome_CDS_0125","persistent","175","175"
"SRR15277995_complete_genome_CDS_0157","shell","24","24"
"SRR15277995_complete_genome_CDS_0317","persistent","175","175"
"SRR15277995_complete_genome_CDS_0349","persistent","175","175"
"SRR15277995_complete_genome_CDS_0607","persistent","175","184"
"SRR15277995_complete_genome_CDS_0863","persistent","175","176"
"SRR15277995_complete_genome_CDS_0895","persistent","175","175"
"SRR15277995_complete_genome_CDS_1055","persistent","175","175"
"SRR15277995_complete_genome_CDS_1087","persistent","175","175"
"SRR15277995_complete_genome_CDS_1184","shell","171","215"
"SRR15277995_complete_genome_CDS_1281","persistent","175","175"
"SRR15277995_complete_genome_CDS_1313","persistent","175","176"
"SRR15277995_complete_genome_CDS_1345","persistent","175","175"
"SRR15277995_complete_genome_CDS_1377","persistent","175","176"
"SRR15277995_complete_genome_CDS_1409","persistent","175","175"
"SRR15277995_complete_genome_CDS_1441","persistent","175","176"
"SRR15277995_complete_genome_CDS_1505","shell","160","201"
"SRR15277995_complete_genome_CDS_1537","shell","104","115"
"SRR6929614_complete_genome_CDS_3918","persistent","175","175"
"SRR6929614_complete_genome_CDS_3950","persistent","175","175"
"SRR6929614_complete_genome_CDS_3982","persistent","175","175"
"SRR6929614_complete_genome_CDS_4014","persistent","175","175"
"SRR6929614_complete_genome_CDS_4078","persistent","175","175"
"SRR6929614_complete_genome_CDS_4110","persistent","172","172"
"SRR6929614_complete_genome_CDS_4174","shell","47","47"
"SRR6929614_complete_genome_CDS_4206","shell","49","49"
"SRR6929614_complete_genome_CDS_4271","persistent","175","175"
"SRR6929614_complete_genome_CDS_4303","persistent","175","175"
"SRR6929614_complete_genome_CDS_4335","shell","58","64"
"SRR6929614_complete_genome_CDS_4367","shell","59","65"
"SRR6929614_complete_genome_CDS_4978","persistent","175","176"
"SRR6929614_complete_genome_CDS_5075","persistent","175","176"
"SRR6929614_complete_genome_CDS_5107","persistent","174","174"
"SRR6929614_complete_genome_CDS_5139","persistent","175","176"
"SRR3191403_complete_genome_CDS_0104","persistent","175","175"
"SRR3191403_complete_genome_CDS_0329","shell","47","47"
"SRR3191403_complete_genome_CDS_0681","persistent","175","175"
"SRR3191403_complete_genome_CDS_0713","persistent","175","175"
"SRR3191403_complete_genome_CDS_0745","persistent","175","175"
"SRR3191403_complete_genome_CDS_0777","persistent","175","175"
"SRR3191403_complete_genome_CDS_0873","shell","167","168"
"SRR3191403_complete_genome_CDS_1001","persistent","175","175"
"SRR3191403_complete_genome_CDS_1033","cloud","7","7"
"SRR3191403_complete_genome_CDS_1065","cloud","7","7"
"SRR3191403_complete_genome_CDS_1097","persistent","175","175"
"SRR3191403_complete_genome_CDS_1129","persistent","175","175"
"SRR3191403_complete_genome_CDS_1161","persistent","175","175"
"SRR3191403_complete_genome_CDS_1257","persistent","175","175"
"SRR3191403_complete_genome_CDS_1353","shell","38","40"
"SRR3191403_complete_genome_CDS_1385","shell","59","65"
"SRR3191403_complete_genome_CDS_1834","persistent","175","178"
"SRR6929606_complete_genome_CDS_1561","persistent","175","175"
"SRR6929606_complete_genome_CDS_1593","persistent","175","175"
"SRR6929606_complete_genome_CDS_1625","persistent","175","175"
"SRR6929606_complete_genome_CDS_1657","persistent","175","175"
"SRR6929606_complete_genome_CDS_1754","persistent","175","175"
"SRR6929606_complete_genome_CDS_1786","persistent","175","175"
"SRR6929606_complete_genome_CDS_1818","persistent","175","175"
"SRR6929606_complete_genome_CDS_1850","persistent","175","175"
"SRR6929606_complete_genome_CDS_2074","persistent","175","175"
"SRR6929606_complete_genome_CDS_2170","persistent","175","175"
"SRR6929606_complete_genome_CDS_2202","persistent","175","175"
"SRR6929606_complete_genome_CDS_2234","persistent","175","180"
"SRR6929606_complete_genome_CDS_2266","persistent","175","175"
"SRR6929606_complete_genome_CDS_2298","persistent","175","175"
"SRR6929606_complete_genome_CDS_2458","persistent","175","175"
"SRR6929606_complete_genome_CDS_2490","persistent","175","176"
"SRR6929606_complete_genome_CDS_2554","shell","66","67"
"SRR6929606_complete_genome_CDS_2682","persistent","174","175"
"SRR6929606_complete_genome_CDS_2874","persistent","175","176"
"SRR6929606_complete_genome_CDS_2907","persistent","175","176"
"SRR6929606_complete_genome_CDS_3003","persistent","175","348"
"SRR6929606_complete_genome_CDS_3035","shell","49","49"
"SRR6929606_complete_genome_CDS_3387","shell","31","34"
"SRR14419387_complete_genome_CDS_4362","persistent","175","175"
"SRR14419387_complete_genome_CDS_4394","persistent","175","175"
"SRR14419387_complete_genome_CDS_4426","persistent","175","175"
"SRR14419387_complete_genome_CDS_4458","persistent","175","175"
"SRR14419387_complete_genome_CDS_4490","persistent","175","175"
"SRR14419387_complete_genome_CDS_4522","persistent","174","174"
"SRR14419387_complete_genome_CDS_4554","persistent","175","175"
"SRR14419387_complete_genome_CDS_4650","persistent","175","175"
"SRR14419387_complete_genome_CDS_4682","persistent","175","175"
"SRR14419387_complete_genome_CDS_4714","persistent","175","175"
"SRR14419387_complete_genome_CDS_4746","persistent","175","175"
"SRR14419387_complete_genome_CDS_4778","persistent","174","174"
"SRR14419387_complete_genome_CDS_4810","shell","59","64"
"SRR14419387_complete_genome_CDS_4972","persistent","175","176"
"SRR14419387_complete_genome_CDS_5004","persistent","175","175"
"SRR14419387_complete_genome_CDS_5036","persistent","175","175"
"SRR9994127_complete_genome_CDS_0938","shell","47","47"
"SRR9994127_complete_genome_CDS_2058","shell","59","65"
"SRR9994127_complete_genome_CDS_2090","shell","59","65"
"SRR15415610_complete_genome_CDS_3295","persistent","173","189"
"SRR15415610_complete_genome_CDS_3583","persistent","175","175"
"SRR15415610_complete_genome_CDS_3615","persistent","175","175"
"SRR15415610_complete_genome_CDS_4095","persistent","175","175"
"SRR15415610_complete_genome_CDS_4127","persistent","174","175"
"SRR15415610_complete_genome_CDS_4191","cloud","7","7"
"SRR15415610_complete_genome_CDS_4930","persistent","175","175"
"SRR15415610_complete_genome_CDS_4962","persistent","175","175"
"SRR15415610_complete_genome_CDS_5220","shell","16","16"
"SRR14419375_complete_genome_CDS_0050","persistent","175","175"
"SRR4301519_complete_genome_CDS_5380","cloud","1","1"
"SRR6929617_complete_genome_CDS_1799","persistent","175","175"
"SRR6929617_complete_genome_CDS_1831","persistent","175","175"
"DRR381634_complete_genome_CDS_2026","persistent","175","175"
"DRR381634_complete_genome_CDS_2602","shell","49","49"
"DRR381634_complete_genome_CDS_2698","shell","40","40"
"DRR381634_complete_genome_CDS_2986","shell","17","18"
"DRR381634_complete_genome_CDS_4592","persistent","175","175"
"SRR6929634_complete_genome_CDS_1201","persistent","175","175"
"SRR6929634_complete_genome_CDS_1234","persistent","175","175"
"SRR6929634_complete_genome_CDS_1362","persistent","175","175"
"SRR6929634_complete_genome_CDS_1874","shell","49","50"
"SRR6929634_complete_genome_CDS_2642","shell","162","162"
"SRR6929634_complete_genome_CDS_2674","persistent","175","175"
"SRR6929634_complete_genome_CDS_3731","persistent","175","175"
"SRR6929634_complete_genome_CDS_3763","persistent","175","175"
"SRR3205757_complete_genome_CDS_0175","persistent","175","175"
"SRR3205757_complete_genome_CDS_0207","persistent","175","175"
"SRR3205757_complete_genome_CDS_0239","persistent","175","175"
"SRR3205757_complete_genome_CDS_0271","persistent","175","175"
"SRR10119414_complete_genome_CDS_1393","persistent","175","175"
"SRR10119414_complete_genome_CDS_1425","persistent","173","173"
"SRR10119414_complete_genome_CDS_1457","shell","21","21"
"SRR10119414_complete_genome_CDS_1585","persistent","175","175"
"SRR10119414_complete_genome_CDS_1777","shell","17","18"
"SRR10119414_complete_genome_CDS_2674","persistent","175","175"
"SRR6373397_complete_genome_CDS_3706","persistent","175","175"
"SRR6373397_complete_genome_CDS_4348","persistent","175","234"
"SRR6373397_complete_genome_CDS_4476","shell","157","157"
"SRR6373397_complete_genome_CDS_5088","persistent","175","175"
"SRR427084_complete_genome_CDS_0324","persistent","174","175"
"SRR427084_complete_genome_CDS_0356","persistent","175","175"
"SRR427084_complete_genome_CDS_0388","persistent","175","175"
"SRR427084_complete_genome_CDS_1189","persistent","175","182"
"SRR427084_complete_genome_CDS_1221","persistent","175","176"
"SRR427084_complete_genome_CDS_1253","persistent","175","176"
"SRR427084_complete_genome_CDS_1285","persistent","175","175"
"SRR427084_complete_genome_CDS_1317","persistent","175","175"
"SRR15415621_complete_genome_CDS_2408","cloud","6","6"
"SRR15415621_complete_genome_CDS_3145","shell","121","122"
"SRR15415621_complete_genome_CDS_5326","cloud","4","4"
"DRR381601_complete_genome_CDS_2754","shell","104","104"
"DRR381601_complete_genome_CDS_2786","persistent","175","175"
"DRR381601_complete_genome_CDS_2818","persistent","175","175"
"DRR381601_complete_genome_CDS_2850","persistent","175","175"
"DRR381601_complete_genome_CDS_3042","cloud","1","1"
"DRR381601_complete_genome_CDS_3652","persistent","175","175"
"DRR381601_complete_genome_CDS_3684","persistent","175","175"
"DRR381601_complete_genome_CDS_5130","persistent","175","337"
"SRR3180707_complete_genome_CDS_1650","persistent","175","175"
"SRR3180707_complete_genome_CDS_1682","persistent","175","175"
"SRR3180707_complete_genome_CDS_3288","shell","57","57"
"SRR6929605_complete_genome_CDS_3408","shell","46","52"
"SRR15415611_complete_genome_CDS_3234","shell","10","10"
"SRR3195840_complete_genome_CDS_4652","persistent","175","175"
"SRR15415540_complete_genome_CDS_3755","cloud","1","1"
"SRR9994125_complete_genome_CDS_0192","shell","166","238"
"SRR15415538_complete_genome_CDS_3703","shell","18","18"
"SRR15376152_complete_genome_CDS_2233","cloud","4","4"
"SRR10520171_complete_genome_CDS_2831","cloud","4","4"
"SRR15376147_complete_genome_CDS_2437","shell","70","70"
"SRR15415621_complete_genome_CDS_5295","cloud","6","6"
"SRR15415621_complete_genome_CDS_5327","cloud","6","6"
"SRR15415621_complete_genome_CDS_5359","cloud","6","6"
"SRR15376151_complete_genome_CDS_5595","shell","16","16"
"SRR15415554_complete_genome_CDS_1685","shell","44","44"
"SRR13160357_complete_genome_CDS_1776","shell","8","8"
"SRR6929639_complete_genome_CDS_4195","shell","49","49"
"DRR381723_complete_genome_CDS_3650","shell","26","26"
"DRR381723_complete_genome_CDS_4036","persistent","175","175"
"SRR13160360_complete_genome_CDS_1494","shell","104","118"
"SRR13160360_complete_genome_CDS_1942","shell","60","61"
"SRR15415578_complete_genome_CDS_2887","cloud","7","7"
"SRR15415538_complete_genome_CDS_2903","cloud","3","3"
"SRR15376149_complete_genome_CDS_3001","persistent","173","190"
"SRR4301521_complete_genome_CDS_5490","shell","16","16"
"SRR3205742_complete_genome_CDS_5279","cloud","5","5"
"SRR15415621_complete_genome_CDS_5296","cloud","6","6"
"SRR15415621_complete_genome_CDS_5328","cloud","6","6"
"SRR15415621_complete_genome_CDS_5360","cloud","6","6"
"SRR15376151_complete_genome_CDS_4503","shell","16","16"
"SRR15376151_complete_genome_CDS_4920","shell","59","65"
"SRR15376151_complete_genome_CDS_5564","cloud","1","1"
"SRR15376151_complete_genome_CDS_5596","shell","16","16"
"SRR2914455_complete_genome_CDS_2336","shell","11","11"
"SRR8192791_complete_genome_CDS_0351","cloud","6","14"
"SRR15415574_complete_genome_CDS_5202","cloud","3","3"
"SRR15415574_complete_genome_CDS_5234","cloud","5","5"
"SRR25510170_complete_genome_CDS_0612","shell","12","12"
"SRR25510170_complete_genome_CDS_0740","shell","9","9"
"SRR3191403_complete_genome_CDS_1037","cloud","7","7"
"SRR3191403_complete_genome_CDS_1357","shell","11","11"
"SRR4301514_complete_genome_CDS_5356","cloud","3","3"
"SRR4301513_complete_genome_CDS_5455","cloud","3","3"
"SRR4301513_complete_genome_CDS_5487","cloud","3","3"
"SRR4301513_complete_genome_CDS_5519","cloud","3","3"
"SRR8292155_complete_genome_CDS_5379","shell","13","13"
"SRR15415611_complete_genome_CDS_4551","cloud","3","3"
"SRR15415540_complete_genome_CDS_2030","cloud","1","1"
"SRR15415540_complete_genome_CDS_2094","shell","10","10"
"SRR15415540_complete_genome_CDS_2447","persistent","175","175"
"SRR15415540_complete_genome_CDS_3055","shell","11","11"
"SRR15415540_complete_genome_CDS_3759","cloud","1","1"
"SRR6118142_complete_genome_CDS_1199","shell","17","17"
"SRR4301514_complete_genome_CDS_5358","cloud","3","3"
"SRR4301514_complete_genome_CDS_5454","cloud","3","3"
"DRR381743_complete_genome_CDS_1880","persistent","175","175"
"DRR381745_complete_genome_CDS_3640","cloud","3","3"
"DRR381669_complete_genome_CDS_4499","persistent","175","175"
"SRR9694420_complete_genome_CDS_0413","cloud","2","2"
"SRR15415613_complete_genome_CDS_5459","cloud","3","3"
"SRR2914455_complete_genome_CDS_5456","cloud","4","4"
"SRR5864678_complete_genome_CDS_4482","cloud","1","3"
"DRR381745_complete_genome_CDS_3642","cloud","3","3"
"SRR3191403_complete_genome_CDS_2164","cloud","1","1"
"SRR6929604_complete_genome_CDS_3388","cloud","2","4"
"SRR2914455_complete_genome_CDS_2664","cloud","2","2"
"SRR2914455_complete_genome_CDS_5457","cloud","2","2"
"SRR3191403_complete_genome_CDS_2165","cloud","1","1"
"SRR427084_complete_genome_CDS_3665","cloud","1","1"
"SRR427084_complete_genome_CDS_3698","cloud","1","1"
"SRR15415620_complete_genome_CDS_3349","persistent","175","176"
"SRR15415620_complete_genome_CDS_4277","cloud","1","1"
"SRR15415620_complete_genome_CDS_5340","cloud","3","3"
"SRR15415540_complete_genome_CDS_2326","cloud","1","1"
"SRR15415540_complete_genome_CDS_2710","cloud","2","2"
"SRR15415540_complete_genome_CDS_3222","cloud","1","1"
"SRR15415540_complete_genome_CDS_3382","cloud","1","1"
"SRR6929634_complete_genome_CDS_5252","cloud","1","1"
"SRR6929634_complete_genome_CDS_5316","cloud","6","6"
"SRR4301579_complete_genome_CDS_5375","cloud","5","5"
"SRR4301579_complete_genome_CDS_5407","cloud","2","3"
"SRR15415556_complete_genome_CDS_1452","cloud","3","3"
"SRR15415556_complete_genome_CDS_3052","cloud","1","1"
"SRR13160359_complete_genome_CDS_1321","persistent","175","175"
"SRR5413253_complete_genome_CDS_3917","cloud","2","2"
"SRR15415613_complete_genome_CDS_5336","cloud","2","2"
"SRR15415613_complete_genome_CDS_5368","cloud","3","3"
"SRR15415613_complete_genome_CDS_5464","cloud","3","3"
"SRR3191403_complete_genome_CDS_5538","cloud","2","2"
"SRR15415542_complete_genome_CDS_5385","cloud","2","2"
"SRR15415542_complete_genome_CDS_5417","cloud","2","2"
"SRR15415542_complete_genome_CDS_5449","cloud","2","2"
"SRR15415542_complete_genome_CDS_5481","cloud","2","2"
"SRR4301562_complete_genome_CDS_2835","cloud","1","1"
"SRR3224814_complete_genome_CDS_2496","cloud","1","1"
"SRR5413253_complete_genome_CDS_4817","cloud","1","1"
"SRR3180501_complete_genome_CDS_3013","persistent","175","175"
"SRR4301574_complete_genome_CDS_5359","cloud","1","1"
"SRR6929611_complete_genome_CDS_5273","cloud","1","1"
"SRR6929611_complete_genome_CDS_5305","cloud","1","1"
"SRR6929611_complete_genome_CDS_5337","cloud","1","1"
"SRR6929611_complete_genome_CDS_5369","cloud","2","2"
"SRR15415540_complete_genome_CDS_5184","cloud","3","3"
"SRR4301513_complete_genome_CDS_5049","cloud","1","1"
"SRR4301513_complete_genome_CDS_5469","cloud","3","3"
"SRR4301513_complete_genome_CDS_5533","cloud","3","3"
"SRR6929623_complete_genome_CDS_0733","cloud","1","1"
"SRR6929611_complete_genome_CDS_5242","cloud","1","1"
"SRR6929611_complete_genome_CDS_5274","cloud","1","1"
"SRR6929611_complete_genome_CDS_5306","cloud","1","1"
"SRR6929611_complete_genome_CDS_5338","cloud","1","1"
"SRR6929611_complete_genome_CDS_5402","cloud","1","1"
"SRR14419383_complete_genome_CDS_3538","cloud","1","1"
"SRR4301514_complete_genome_CDS_5403","cloud","2","2"
"SRR4301514_complete_genome_CDS_5435","cloud","2","2"
"SRR15415620_complete_genome_CDS_0826","cloud","1","1"
"SRR15415620_complete_genome_CDS_2812","cloud","1","1"
"SRR15415620_complete_genome_CDS_2844","cloud","1","1"
"SRR15415620_complete_genome_CDS_2876","cloud","1","1"
"SRR15415620_complete_genome_CDS_3421","cloud","2","2"
"SRR15415540_complete_genome_CDS_5154","cloud","1","1"
"SRR4301494_complete_genome_CDS_5519","cloud","2","2"
"SRR9694420_complete_genome_CDS_0425","cloud","2","2"
"SRR427084_complete_genome_CDS_3675","cloud","1","1"
"SRR15415620_complete_genome_CDS_5318","cloud","2","2"
"DRR381743_complete_genome_CDS_1417","cloud","2","2"
"SRR15415542_complete_genome_CDS_5393","cloud","2","2"
"SRR15415542_complete_genome_CDS_5425","cloud","2","2"
"SRR15415542_complete_genome_CDS_5457","cloud","2","2"
"SRR4301564_complete_genome_CDS_1852","shell","78","90"
"SRR7460819_complete_genome_CDS_1207","cloud","3","3"
"SRR10506462_complete_genome_CDS_1820","persistent","174","213"
"SRR4301513_complete_genome_CDS_5542","cloud","1","1"
"SRR6929611_complete_genome_CDS_5412","cloud","1","1"
"SRR15277995_complete_genome_CDS_0154","cloud","2","2"
"SRR15415620_complete_genome_CDS_2790","cloud","1","1"
"SRR15415620_complete_genome_CDS_2822","cloud","1","1"
"SRR15415620_complete_genome_CDS_2854","cloud","1","1"
"SRR15415620_complete_genome_CDS_5294","cloud","4","4"
"SRR15415620_complete_genome_CDS_5326","cloud","2","2"
"SRR15415620_complete_genome_CDS_5358","cloud","2","2"
"SRR9994125_complete_genome_CDS_5029","cloud","1","1"
"SRR9694420_complete_genome_CDS_0435","cloud","2","2"
"SRR15415613_complete_genome_CDS_5417","cloud","2","2"
"SRR15415613_complete_genome_CDS_5449","cloud","2","2"
"SRR4301514_complete_genome_CDS_5319","cloud","2","2"
"SRR4301514_complete_genome_CDS_5415","cloud","2","2"
"SRR15376141_complete_genome_CDS_2928","cloud","1","1"
"SRR4301513_complete_genome_CDS_5546","cloud","1","1"
"SRR4301574_complete_genome_CDS_5373","cloud","2","3"
"SRR6929611_complete_genome_CDS_5287","cloud","1","1"
"SRR6929611_complete_genome_CDS_5319","cloud","1","1"
"SRR6929611_complete_genome_CDS_5383","cloud","1","1"
"SRR3195840_complete_genome_CDS_4266","persistent","175","177"
"SRR3195840_complete_genome_CDS_4298","persistent","175","176"
"SRR3195840_complete_genome_CDS_4331","persistent","175","175"
"SRR3195840_complete_genome_CDS_4363","persistent","175","175"
"SRR3195840_complete_genome_CDS_4395","persistent","175","175"
"SRR3195840_complete_genome_CDS_4427","persistent","175","175"
"SRR3195840_complete_genome_CDS_4459","persistent","175","175"
"SRR3195840_complete_genome_CDS_4491","persistent","175","175"
"SRR3195840_complete_genome_CDS_4523","persistent","175","175"
"SRR3195840_complete_genome_CDS_4555","persistent","175","175"
"SRR3195840_complete_genome_CDS_4587","persistent","175","176"
"SRR3195840_complete_genome_CDS_4619","persistent","175","176"
"SRR3195840_complete_genome_CDS_4651","persistent","175","175"
"SRR3195840_complete_genome_CDS_4683","persistent","175","175"
"SRR3195840_complete_genome_CDS_4875","persistent","175","175"
"SRR3195840_complete_genome_CDS_4908","persistent","175","175"
"SRR3195840_complete_genome_CDS_4941","persistent","175","175"
"SRR3195840_complete_genome_CDS_4973","persistent","175","175"
"SRR3195840_complete_genome_CDS_5005","persistent","175","175"
"SRR3195840_complete_genome_CDS_5037","persistent","175","182"
"SRR3195840_complete_genome_CDS_5070","persistent","175","176"
"SRR3195840_complete_genome_CDS_5134","persistent","175","176"
"SRR3195840_complete_genome_CDS_5167","shell","169","169"
"SRR3195840_complete_genome_CDS_5231","shell","153","156"
"SRR15415613_complete_genome_CDS_0160","persistent","175","175"
"SRR15415613_complete_genome_CDS_0192","persistent","174","174"
"SRR15415613_complete_genome_CDS_0224","persistent","175","175"
"SRR15415613_complete_genome_CDS_0256","persistent","175","175"
"SRR15415613_complete_genome_CDS_0352","persistent","175","175"
"SRR15415613_complete_genome_CDS_0384","persistent","175","175"
"SRR15415613_complete_genome_CDS_0416","persistent","175","175"
"SRR15415613_complete_genome_CDS_0448","persistent","175","175"
"SRR15415613_complete_genome_CDS_0480","persistent","175","175"
"SRR15415613_complete_genome_CDS_0512","persistent","175","175"
"SRR15415613_complete_genome_CDS_0546","persistent","174","174"
"SRR15415613_complete_genome_CDS_0578","persistent","175","175"
"SRR15415613_complete_genome_CDS_0610","persistent","175","175"
"SRR15415613_complete_genome_CDS_0642","persistent","175","175"
"SRR15415613_complete_genome_CDS_0674","persistent","175","175"
"SRR15415613_complete_genome_CDS_0706","persistent","175","177"
"SRR15415613_complete_genome_CDS_0738","persistent","175","175"
"SRR15415613_complete_genome_CDS_0962","persistent","175","175"
"SRR15415613_complete_genome_CDS_0994","persistent","175","175"
"SRR15415613_complete_genome_CDS_1026","persistent","175","175"
"SRR15415613_complete_genome_CDS_1058","persistent","175","176"
"SRR15415613_complete_genome_CDS_1090","persistent","175","175"
"SRR15415613_complete_genome_CDS_1123","persistent","175","175"
"SRR15415613_complete_genome_CDS_1155","persistent","175","175"
"SRR15415613_complete_genome_CDS_1187","persistent","175","175"
"SRR15415613_complete_genome_CDS_1220","persistent","175","175"
"SRR15415613_complete_genome_CDS_1252","persistent","175","175"
"SRR15415613_complete_genome_CDS_1284","persistent","175","175"
"SRR15415613_complete_genome_CDS_1316","persistent","175","175"
"SRR15415613_complete_genome_CDS_1348","persistent","175","175"
"SRR15415613_complete_genome_CDS_1380","persistent","175","175"
"SRR15415613_complete_genome_CDS_1412","persistent","175","176"
"SRR15415613_complete_genome_CDS_1444","persistent","175","175"
"SRR15415613_complete_genome_CDS_1476","persistent","175","175"
"SRR15415613_complete_genome_CDS_1508","persistent","175","175"
"SRR15415613_complete_genome_CDS_1540","persistent","174","174"
"SRR15415613_complete_genome_CDS_1572","persistent","175","175"
"SRR15415613_complete_genome_CDS_1604","persistent","175","175"
"SRR15415613_complete_genome_CDS_1636","persistent","175","175"
"SRR15415613_complete_genome_CDS_1701","persistent","175","585"
"SRR15415613_complete_genome_CDS_1797","persistent","175","175"
"SRR15415613_complete_genome_CDS_1829","persistent","175","175"
"SRR15415613_complete_genome_CDS_1861","persistent","174","175"
"SRR15415613_complete_genome_CDS_2085","persistent","175","175"
"SRR15415613_complete_genome_CDS_2117","persistent","175","175"
"SRR15415613_complete_genome_CDS_2149","persistent","175","175"
"SRR15415613_complete_genome_CDS_2213","persistent","175","175"
"SRR15415557_complete_genome_CDS_4278","persistent","175","175"
"SRR15415557_complete_genome_CDS_4408","persistent","175","176"
"SRR15415557_complete_genome_CDS_4440","persistent","175","176"
"SRR15415557_complete_genome_CDS_4472","persistent","175","175"
"SRR15415557_complete_genome_CDS_4504","persistent","175","175"
"SRR15415557_complete_genome_CDS_4537","persistent","175","175"
"SRR15415557_complete_genome_CDS_4570","persistent","175","175"
"SRR15415557_complete_genome_CDS_4602","persistent","175","175"
"SRR15415557_complete_genome_CDS_4634","persistent","175","175"
"SRR15415557_complete_genome_CDS_4666","persistent","175","175"
"SRR15415557_complete_genome_CDS_4698","persistent","175","175"
"SRR15415557_complete_genome_CDS_4730","persistent","175","176"
"SRR15415557_complete_genome_CDS_4762","persistent","175","175"
"SRR15415557_complete_genome_CDS_4794","persistent","175","175"
"SRR15415557_complete_genome_CDS_4826","persistent","175","175"
"SRR15415557_complete_genome_CDS_4858","persistent","175","175"
"SRR15415557_complete_genome_CDS_4890","persistent","175","175"
"SRR15415557_complete_genome_CDS_4922","persistent","175","175"
"SRR15415557_complete_genome_CDS_4954","persistent","175","175"
"SRR15415557_complete_genome_CDS_4986","persistent","175","175"
"SRR15415557_complete_genome_CDS_5018","persistent","175","175"
"SRR15415557_complete_genome_CDS_5050","persistent","175","175"
"SRR15415557_complete_genome_CDS_5082","persistent","175","175"
"SRR15415557_complete_genome_CDS_5114","persistent","175","175"
"SRR15415557_complete_genome_CDS_5147","persistent","175","175"
"SRR15415557_complete_genome_CDS_5179","persistent","175","175"
"SRR15415557_complete_genome_CDS_5211","shell","166","168"
"SRR15415557_complete_genome_CDS_5243","shell","169","173"
"SRR4301577_complete_genome_CDS_0002","persistent","175","175"
"SRR4301577_complete_genome_CDS_0290","persistent","175","175"
"SRR4301577_complete_genome_CDS_0322","persistent","175","176"
"SRR4301577_complete_genome_CDS_0354","persistent","175","175"
"SRR4301577_complete_genome_CDS_0386","persistent","175","175"
"SRR4301577_complete_genome_CDS_0418","persistent","175","175"
"SRR4301577_complete_genome_CDS_0450","persistent","175","175"
