"Gene","Non-unique Gene name","No. isolates","No. sequences"
"SRR15376149_assembly_CDS_2723","persistent","175","175"
"SRR15376149_assembly_CDS_2819","persistent","173","173"
"SRR15376149_assembly_CDS_2979","shell","150","150"
"SRR15376149_assembly_CDS_3652","shell","16","18"
"SRR15376149_assembly_CDS_3684","persistent","174","174"
"SRR15376149_assembly_CDS_3716","persistent","175","175"
"DRR381635_assembly_CDS_4993","persistent","172","173"
"SRR1509643_assembly_CDS_0024","persistent","175","175"
"SRR1509643_assembly_CDS_0056","persistent","175","175"
"SRR1509643_assembly_CDS_0088","persistent","175","175"
"SRR1509643_assembly_CDS_0120","persistent","172","172"
"SRR1509643_assembly_CDS_0472","persistent","175","175"
"SRR1509643_assembly_CDS_0504","persistent","175","175"
"SRR1509643_assembly_CDS_0536","persistent","175","175"
"SRR1509643_assembly_CDS_0568","persistent","175","175"
"SRR1509643_assembly_CDS_0600","persistent","170","170"
"SRR1509643_assembly_CDS_0792","persistent","175","175"
"SRR1509643_assembly_CDS_1913","persistent","174","174"
"SRR1509643_assembly_CDS_2585","persistent","175","175"
"SRR1509643_assembly_CDS_2617","persistent","175","175"
"DRR381669_assembly_CDS_1279","shell","165","165"
"DRR381669_assembly_CDS_1311","persistent","175","175"
"DRR381669_assembly_CDS_1343","persistent","175","175"
"DRR381669_assembly_CDS_1567","persistent","175","175"
"DRR381669_assembly_CDS_1663","persistent","174","174"
"DRR381669_assembly_CDS_1695","persistent","175","175"
"DRR381669_assembly_CDS_1727","persistent","175","175"
"DRR381669_assembly_CDS_1759","persistent","175","175"
"DRR381669_assembly_CDS_1887","cloud","4","4"
"DRR381669_assembly_CDS_1919","shell","55","55"
"DRR381669_assembly_CDS_2143","persistent","175","175"
"DRR381669_assembly_CDS_2271","shell","89","89"
"DRR381669_assembly_CDS_2911","persistent","175","175"
"DRR381669_assembly_CDS_2943","persistent","175","175"
"DRR381669_assembly_CDS_3359","persistent","175","175"
"DRR381669_assembly_CDS_4065","shell","156","156"
"DRR381669_assembly_CDS_4097","persistent","174","178"
"DRR381669_assembly_CDS_4129","persistent","175","175"
"SRR14419381_assembly_CDS_2899","persistent","175","175"
"SRR14419381_assembly_CDS_3251","persistent","175","175"
"SRR14419381_assembly_CDS_3892","persistent","172","172"
"SRR14419381_assembly_CDS_3924","shell","18","18"
"SRR14419381_assembly_CDS_4500","persistent","175","175"
"SRR6929613_assembly_CDS_0091","shell","58","59"
"SRR4301521_assembly_CDS_2636","persistent","175","175"
"SRR4301521_assembly_CDS_2668","persistent","175","176"
"SRR4301521_assembly_CDS_2796","persistent","175","175"
"SRR4301521_assembly_CDS_3084","persistent","175","175"
"SRR4301521_assembly_CDS_3116","persistent","175","175"
"SRR4301521_assembly_CDS_3148","persistent","175","175"
"SRR4301521_assembly_CDS_3180","persistent","175","175"
"SRR15415620_assembly_CDS_3523","shell","53","54"
"SRR15415620_assembly_CDS_4035","persistent","174","179"
"SRR15415620_assembly_CDS_4259","persistent","175","175"
"SRR15415620_assembly_CDS_4515","shell","60","60"
"SRR15415620_assembly_CDS_4643","cloud","10","10"
"SRR6929605_assembly_CDS_0838","persistent","175","175"
"SRR6929605_assembly_CDS_0870","persistent","175","175"
"SRR6929605_assembly_CDS_0902","persistent","175","176"
"SRR15415613_assembly_CDS_2516","cloud","8","8"
"SRR15415613_assembly_CDS_2676","persistent","175","176"
"SRR15415613_assembly_CDS_2708","persistent","175","175"
"SRR15415613_assembly_CDS_2740","persistent","175","175"
"SRR15415613_assembly_CDS_2772","persistent","175","175"
"SRR15415613_assembly_CDS_3092","cloud","3","3"
"SRR15415613_assembly_CDS_3188","cloud","3","3"
"SRR15415613_assembly_CDS_3220","cloud","3","3"
"SRR15415613_assembly_CDS_3732","persistent","175","175"
"SRR15415613_assembly_CDS_4084","shell","49","49"
"SRR15415613_assembly_CDS_4340","persistent","175","175"
"SRR15415613_assembly_CDS_4436","persistent","172","172"
"SRR15277999_assembly_CDS_1065","shell","58","60"
"SRR15376142_assembly_CDS_4630","shell","13","13"
"SRR15376142_assembly_CDS_4694","shell","104","104"
"SRR15376142_assembly_CDS_4822","shell","12","12"
"SRR15376142_assembly_CDS_4854","shell","34","34"
"SRR4301548_assembly_CDS_4332","persistent","175","175"
"SRR4301522_assembly_CDS_2097","shell","57","60"
"SRR8192791_assembly_CDS_4716","shell","17","17"
"SRR15415538_assembly_CDS_1188","persistent","175","175"
"DRR381749_assembly_CDS_3624","persistent","175","175"
"DRR381749_assembly_CDS_3848","shell","16","16"
"SRR10119414_assembly_CDS_0646","shell","16","16"
"SRR10119414_assembly_CDS_1446","shell","20","20"
"SRR10119414_assembly_CDS_3110","shell","12","12"
"SRR25603929_assembly_CDS_3438","shell","104","104"
"SRR25603929_assembly_CDS_3983","shell","56","56"
"SRR7439153_assembly_CDS_4477","shell","50","50"
"SRR7439153_assembly_CDS_4798","shell","43","43"
"SRR4301514_assembly_CDS_1462","cloud","3","3"
"SRR4301514_assembly_CDS_1494","cloud","3","3"
"SRR4301514_assembly_CDS_1558","cloud","3","3"
"SRR4301514_assembly_CDS_1590","cloud","3","3"
"SRR4301514_assembly_CDS_3574","cloud","9","9"
"DRR381665_assembly_CDS_0966","cloud","8","8"
"DRR381635_assembly_CDS_4386","cloud","3","3"
"SRR14419381_assembly_CDS_4693","shell","17","17"
"SRR6929622_assembly_CDS_3058","cloud","3","3"
"SRR6929622_assembly_CDS_4403","shell","13","13"
"SRR15415624_assembly_CDS_1192","shell","21","21"
"SRR6929604_assembly_CDS_4333","shell","45","45"
"SRR6929604_assembly_CDS_4750","shell","44","44"
"SRR4301571_assembly_CDS_3511","cloud","2","2"
"SRR4301571_assembly_CDS_3543","cloud","2","2"
"SRR10119414_assembly_CDS_4648","shell","16","16"
"SRR14419377_assembly_CDS_2833","cloud","1","1"
"SRR15415540_assembly_CDS_0024","cloud","1","1"
"SRR15415540_assembly_CDS_1562","persistent","175","175"
"SRR15415578_assembly_CDS_3678","cloud","6","6"
"SRR15415578_assembly_CDS_4190","cloud","6","6"
"SRR6929605_assembly_CDS_4747","cloud","10","10"
"SRR4301525_assembly_CDS_4645","cloud","9","9"
"SRR15415574_assembly_CDS_1317","cloud","3","3"
"SRR4301569_assembly_CDS_4781","cloud","6","7"
"SRR3180502_assembly_CDS_4421","cloud","5","5"
"SRR3180502_assembly_CDS_4453","cloud","6","6"
"SRR15415540_assembly_CDS_2555","cloud","3","3"
"SRR15415540_assembly_CDS_2651","cloud","1","1"
"SRR15415540_assembly_CDS_4603","cloud","1","1"
"DRR381743_assembly_CDS_4686","cloud","5","6"
"SRR941218_assembly_CDS_4910","cloud","5","5"
"SRR4301579_assembly_CDS_4204","cloud","5","5"
"SRR3224568_assembly_CDS_4560","cloud","9","9"
"SRR4301522_assembly_CDS_2902","cloud","7","7"
"SRR3195836_assembly_CDS_4755","cloud","7","7"
"DRR381743_assembly_CDS_4720","shell","11","11"
"SRR4301531_assembly_CDS_3505","cloud","10","10"
"SRR4301522_assembly_CDS_4856","cloud","1","1"
"SRR4301554_assembly_CDS_4255","cloud","9","9"
"SRR3195841_assembly_CDS_3553","cloud","7","7"
"SRR9694420_assembly_CDS_3668","shell","21","21"
"DRR381749_assembly_CDS_3854","shell","24","24"
"SRR15415542_assembly_CDS_2480","cloud","1","1"
"SRR4301588_assembly_CDS_4753","cloud","1","1"
"DRR381745_assembly_CDS_1243","shell","17","17"
"SRR15415574_assembly_CDS_2218","cloud","3","3"
"SRR15415574_assembly_CDS_2250","cloud","3","3"
"SRR14419387_assembly_CDS_2884","shell","164","164"
"SRR6929622_assembly_CDS_4314","cloud","1","1"
"SRR4301564_assembly_CDS_4815","cloud","8","8"
"SRR4301564_assembly_CDS_4911","shell","98","100"
"SRR4301494_assembly_CDS_3468","cloud","2","2"
"SRR15415610_assembly_CDS_2844","cloud","2","2"
"SRR15415578_assembly_CDS_4741","cloud","1","1"
"SRR10520171_assembly_CDS_4864","cloud","3","3"
"SRR8192791_assembly_CDS_4757","persistent","171","264"
"SRR15415621_assembly_CDS_1690","cloud","1","1"
"SRR9994124_assembly_CDS_4344","cloud","3","3"
"SRR3195839_assembly_CDS_4283","cloud","7","7"
"SRR4301571_assembly_CDS_3488","cloud","2","2"
"SRR4301571_assembly_CDS_3520","cloud","2","2"
"SRR4301571_assembly_CDS_3552","cloud","2","2"
"SRR15415610_assembly_CDS_4447","cloud","1","1"
"SRR15415620_assembly_CDS_0237","cloud","1","1"
"SRR15415620_assembly_CDS_0269","cloud","1","1"
"SRR15415620_assembly_CDS_0301","cloud","1","1"
"SRR15415574_assembly_CDS_4751","cloud","1","1"
"SRR15415547_assembly_CDS_4667","cloud","1","1"
"SRR15415611_assembly_CDS_1007","cloud","1","1"
"SRR15415538_assembly_CDS_0593","cloud","1","1"
"SRR4301531_assembly_CDS_2874","cloud","1","1"
"SRR15376151_assembly_CDS_4782","cloud","1","1"
"SRR9994125_assembly_CDS_3262","cloud","6","6"
"SRR4301513_assembly_CDS_4023","cloud","1","1"
"SRR25603929_assembly_CDS_4830","cloud","9","9"
"SRR15415557_assembly_CDS_0246","cloud","1","1"
"SRR15415540_assembly_CDS_0006","cloud","1","1"
"SRR15415540_assembly_CDS_1576","cloud","1","1"
"SRR9694420_assembly_CDS_2942","cloud","2","2"
"SRR4301514_assembly_CDS_1510","cloud","2","2"
"SRR4301514_assembly_CDS_1542","cloud","2","2"
"SRR15415540_assembly_CDS_1577","cloud","1","1"
"SRR15415580_assembly_CDS_0318","cloud","2","2"
"DRR381635_assembly_CDS_3090","cloud","7","7"
"DRR381635_assembly_CDS_4371","cloud","1","1"
"SRR6929629_assembly_CDS_3323","cloud","1","1"
"SRR6929611_assembly_CDS_4053","cloud","1","1"
"SRR6929611_assembly_CDS_4085","cloud","1","1"
"SRR6929611_assembly_CDS_4117","cloud","1","1"
"SRR6929611_assembly_CDS_4565","cloud","2","2"
"SRR4301521_assembly_CDS_2079","cloud","1","1"
"SRR15415620_assembly_CDS_0212","cloud","1","1"
"SRR15415620_assembly_CDS_0244","cloud","1","1"
"SRR15415620_assembly_CDS_0276","cloud","1","1"
"SRR15415620_assembly_CDS_2934","cloud","1","1"
"SRR15415620_assembly_CDS_3190","cloud","1","1"
"SRR4301514_assembly_CDS_1513","cloud","2","2"
"SRR4301514_assembly_CDS_1545","cloud","2","2"
"SRR15415613_assembly_CDS_4873","cloud","2","2"
"SRR15415574_assembly_CDS_2871","cloud","2","2"
"SRR15415574_assembly_CDS_4151","cloud","2","2"
"SRR427084_assembly_CDS_4218","cloud","1","1"
"SRR3180502_assembly_CDS_4920","shell","41","47"
"SRR10520171_assembly_CDS_0011","shell","73","79"
"SRR4301562_assembly_CDS_4493","cloud","1","1"
"SRR15415613_assembly_CDS_3147","cloud","2","2"
"SRR15376151_assembly_CDS_2871","cloud","1","1"
"SRR15376151_assembly_CDS_3447","cloud","1","1"
"SRR15415624_assembly_CDS_4064","cloud","3","3"
"SRR14419387_assembly_CDS_4502","persistent","175","448"
"SRR15415557_assembly_CDS_0928","cloud","1","1"
"SRR15415557_assembly_CDS_2144","cloud","1","1"
"DRR381669_assembly_CDS_4986","cloud","2","2"
"SRR15415620_assembly_CDS_4028","cloud","1","1"
"SRR15415620_assembly_CDS_4860","cloud","2","2"
"SRR9994124_assembly_CDS_0711","cloud","1","1"
"SRR10520171_assembly_CDS_1007","cloud","1","1"
"SRR15415540_assembly_CDS_4595","cloud","1","1"
"DRR381635_assembly_CDS_4380","cloud","4","4"
"SRR4301513_assembly_CDS_0418","cloud","1","1"
"SRR3224814_assembly_CDS_4503","cloud","1","1"
"SRR3224814_assembly_CDS_5015","cloud","1","1"
"SRR15376149_assembly_CDS_4673","cloud","3","3"
"SRR4301571_assembly_CDS_3475","cloud","2","2"
"SRR4301571_assembly_CDS_3507","cloud","1","1"
"SRR4301571_assembly_CDS_3539","cloud","3","3"
"SRR15415557_assembly_CDS_3782","cloud","1","1"
"SRR4301513_assembly_CDS_4231","cloud","2","2"
"SRR15415573_assembly_CDS_3735","cloud","2","2"
"SRR427084_assembly_CDS_4229","cloud","1","1"
"SRR427084_assembly_CDS_4677","cloud","1","1"
"SRR4301494_assembly_CDS_2914","persistent","175","184"
"SRR4301494_assembly_CDS_2946","persistent","175","175"
"SRR4301494_assembly_CDS_2978","persistent","175","175"
"SRR4301494_assembly_CDS_3010","persistent","175","175"
"SRR4301494_assembly_CDS_3042","persistent","175","175"
"SRR4301494_assembly_CDS_3074","persistent","175","175"
"SRR4301494_assembly_CDS_3106","persistent","175","175"
"SRR4301494_assembly_CDS_3138","persistent","175","175"
"SRR4301494_assembly_CDS_3202","persistent","175","175"
"SRR4301494_assembly_CDS_3267","persistent","175","175"
"SRR4301494_assembly_CDS_3299","persistent","175","175"
"SRR4301494_assembly_CDS_3331","persistent","173","173"
"SRR4301494_assembly_CDS_3395","shell","13","13"
"SRR4301494_assembly_CDS_3427","persistent","175","175"
"SRR4301494_assembly_CDS_3491","persistent","175","175"
"SRR4301494_assembly_CDS_3523","persistent","175","175"
"SRR4301494_assembly_CDS_3555","persistent","175","175"
"SRR4301494_assembly_CDS_3587","shell","162","164"
"SRR4301494_assembly_CDS_3619","persistent","175","175"
"SRR4301494_assembly_CDS_3652","persistent","175","175"
"SRR4301494_assembly_CDS_3684","persistent","175","175"
"SRR4301494_assembly_CDS_3716","persistent","175","175"
"SRR4301494_assembly_CDS_3748","persistent","175","175"
"SRR4301494_assembly_CDS_3780","persistent","174","175"
"SRR4301494_assembly_CDS_3812","persistent","175","175"
"SRR4301494_assembly_CDS_3844","persistent","175","175"
"SRR4301494_assembly_CDS_3876","persistent","175","175"
"SRR4301494_assembly_CDS_3908","persistent","173","174"
"SRR4301494_assembly_CDS_3940","persistent","173","173"
"SRR4301494_assembly_CDS_3972","persistent","175","175"
"SRR4301494_assembly_CDS_4068","persistent","174","174"
"SRR4301494_assembly_CDS_4100","shell","46","46"
"SRR4301494_assembly_CDS_4132","persistent","175","175"
"SRR4301494_assembly_CDS_4164","persistent","174","174"
"SRR4301494_assembly_CDS_4196","persistent","175","175"
"SRR4301494_assembly_CDS_4228","persistent","175","175"
"SRR4301494_assembly_CDS_4260","persistent","175","175"
"SRR4301494_assembly_CDS_4292","persistent","175","175"
"SRR4301494_assembly_CDS_4324","persistent","175","175"
"SRR4301494_assembly_CDS_4356","persistent","175","175"
"SRR4301494_assembly_CDS_4388","persistent","174","174"
"SRR4301494_assembly_CDS_4420","persistent","174","174"
"SRR4301494_assembly_CDS_4452","persistent","170","171"
"SRR4301494_assembly_CDS_4484","persistent","175","175"
"SRR4301494_assembly_CDS_4516","shell","25","25"
"SRR4301494_assembly_CDS_4548","persistent","173","187"
"SRR4301494_assembly_CDS_4580","persistent","174","174"
"SRR4301494_assembly_CDS_4644","persistent","173","173"
"SRR4301494_assembly_CDS_4676","shell","152","152"
"SRR4301494_assembly_CDS_4708","persistent","173","222"
"SRR4301494_assembly_CDS_4740","shell","19","20"
"SRR4301494_assembly_CDS_4772","cloud","1","1"
"SRR4301494_assembly_CDS_4804","persistent","169","169"
"SRR4301494_assembly_CDS_4900","shell","126","145"
"SRR4301494_assembly_CDS_4964","shell","84","84"
"SRR4301494_assembly_CDS_5028","shell","74","113"
"SRR4301494_assembly_CDS_5060","shell","155","155"
"SRR13167188_assembly_CDS_0027","persistent","175","175"
"SRR13167188_assembly_CDS_0059","persistent","175","175"
"SRR13167188_assembly_CDS_0091","persistent","175","175"
"SRR13167188_assembly_CDS_0123","persistent","175","175"
"SRR13167188_assembly_CDS_0155","persistent","175","175"
"SRR13167188_assembly_CDS_0187","persistent","175","175"
"SRR13167188_assembly_CDS_0219","persistent","175","175"
"SRR13167188_assembly_CDS_0251","shell","168","168"
"SRR13167188_assembly_CDS_0283","persistent","175","175"
"SRR13167188_assembly_CDS_0379","persistent","175","175"
"SRR13167188_assembly_CDS_0411","persistent","175","175"
"SRR13167188_assembly_CDS_0443","shell","56","56"
"SRR13167188_assembly_CDS_0475","persistent","175","175"
"SRR13167188_assembly_CDS_0507","persistent","175","175"
"SRR13167188_assembly_CDS_0539","persistent","174","174"
"SRR13167188_assembly_CDS_0571","persistent","172","172"
"SRR13167188_assembly_CDS_0603","persistent","175","175"
"SRR13167188_assembly_CDS_0635","persistent","175","175"
"SRR13167188_assembly_CDS_0667","persistent","175","176"
"SRR13167188_assembly_CDS_0699","persistent","174","174"
"SRR13167188_assembly_CDS_0731","persistent","175","175"
"SRR13167188_assembly_CDS_0763","persistent","175","175"
"SRR13167188_assembly_CDS_0795","persistent","175","175"
"SRR13167188_assembly_CDS_0827","persistent","175","175"
"SRR13167188_assembly_CDS_0859","persistent","175","175"
"SRR13167188_assembly_CDS_0891","persistent","175","175"
"SRR13167188_assembly_CDS_0955","shell","168","168"
"SRR13167188_assembly_CDS_0987","persistent","175","175"
"SRR13167188_assembly_CDS_1019","persistent","175","175"
"DRR381603_assembly_CDS_0856","persistent","175","175"
"DRR381603_assembly_CDS_0952","persistent","175","175"
"DRR381603_assembly_CDS_0984","shell","103","104"
"DRR381603_assembly_CDS_1016","shell","21","21"
"DRR381603_assembly_CDS_1048","shell","56","56"
"DRR381603_assembly_CDS_1080","persistent","175","175"
"DRR381603_assembly_CDS_1112","persistent","175","175"
"DRR381603_assembly_CDS_1272","persistent","175","175"
"DRR381603_assembly_CDS_1304","persistent","175","175"
"DRR381603_assembly_CDS_1336","persistent","175","176"
"DRR381603_assembly_CDS_1368","persistent","175","175"
"DRR381603_assembly_CDS_1432","persistent","175","175"
"DRR381603_assembly_CDS_1464","persistent","175","175"
"DRR381603_assembly_CDS_1496","persistent","175","175"
"DRR381603_assembly_CDS_1528","persistent","175","175"
"DRR381603_assembly_CDS_1752","persistent","173","173"
"DRR381603_assembly_CDS_1880","persistent","175","175"
"DRR381603_assembly_CDS_1912","persistent","175","175"
"DRR381603_assembly_CDS_1944","persistent","175","175"
"DRR381603_assembly_CDS_1976","persistent","175","175"
"DRR381603_assembly_CDS_2232","persistent","175","175"
"DRR381603_assembly_CDS_2264","persistent","174","174"
"DRR381603_assembly_CDS_2424","persistent","175","175"
"DRR381603_assembly_CDS_2456","persistent","173","173"
"DRR381603_assembly_CDS_2488","persistent","175","175"
"DRR381603_assembly_CDS_2520","persistent","175","175"
"DRR381603_assembly_CDS_2552","persistent","173","173"
"DRR381603_assembly_CDS_2776","persistent","174","174"
"DRR381603_assembly_CDS_2808","persistent","175","175"
"DRR381603_assembly_CDS_2840","persistent","175","175"
"DRR381603_assembly_CDS_2872","shell","152","155"
"DRR381603_assembly_CDS_3256","persistent","175","175"
"DRR381603_assembly_CDS_3288","persistent","174","174"
"DRR381603_assembly_CDS_3320","persistent","175","175"
"DRR381603_assembly_CDS_3352","persistent","175","175"
"DRR381603_assembly_CDS_3384","persistent","171","184"
"DRR381603_assembly_CDS_3416","persistent","175","177"
"DRR381603_assembly_CDS_3448","persistent","174","174"
"DRR381603_assembly_CDS_3480","persistent","169","169"
"DRR381603_assembly_CDS_3544","persistent","175","175"
"DRR381603_assembly_CDS_3576","persistent","175","175"
"DRR381603_assembly_CDS_3608","persistent","175","176"
"DRR381603_assembly_CDS_3640","persistent","175","175"
"DRR381603_assembly_CDS_3672","persistent","174","174"
"DRR381603_assembly_CDS_3833","persistent","175","175"
"DRR381603_assembly_CDS_3865","persistent","175","182"
"DRR381603_assembly_CDS_3897","persistent","175","175"
"DRR381603_assembly_CDS_3929","persistent","175","175"
"DRR381603_assembly_CDS_3961","persistent","175","175"
"SRR4301527_assembly_CDS_3416","persistent","175","175"
"SRR4301527_assembly_CDS_3448","shell","56","58"
"SRR4301527_assembly_CDS_3480","persistent","173","173"
"SRR4301527_assembly_CDS_3608","persistent","174","175"
"SRR4301527_assembly_CDS_3640","persistent","175","175"
"SRR4301527_assembly_CDS_3704","persistent","175","245"
"SRR4301527_assembly_CDS_3736","persistent","170","170"
"SRR4301527_assembly_CDS_3864","persistent","170","171"
"SRR4301527_assembly_CDS_3960","shell","119","119"
"SRR4301527_assembly_CDS_3992","persistent","173","173"
"SRR4301527_assembly_CDS_4024","persistent","175","175"
"SRR4301527_assembly_CDS_4120","persistent","175","175"
"SRR4301527_assembly_CDS_4216","persistent","173","173"
"SRR4301527_assembly_CDS_4248","persistent","174","174"
"SRR4301527_assembly_CDS_4280","shell","11","11"
"SRR4301527_assembly_CDS_4312","shell","45","45"
"SRR4301527_assembly_CDS_4472","shell","150","150"
"SRR4301527_assembly_CDS_4504","persistent","175","175"
"SRR4301527_assembly_CDS_4536","persistent","175","175"
"SRR4301527_assembly_CDS_4600","shell","18","18"
"SRR4301527_assembly_CDS_4696","persistent","169","170"
"SRR4301527_assembly_CDS_4728","cloud","7","7"
"SRR4301527_assembly_CDS_4760","shell","157","157"
"SRR4301527_assembly_CDS_4888","shell","100","100"
"SRR8292155_assembly_CDS_0668","persistent","175","175"
"SRR8292155_assembly_CDS_0700","persistent","175","175"
"SRR8292155_assembly_CDS_0732","persistent","175","175"
"SRR8292155_assembly_CDS_0764","persistent","175","175"
"SRR8292155_assembly_CDS_0828","persistent","175","175"
"SRR8292155_assembly_CDS_0860","persistent","175","175"
"SRR8292155_assembly_CDS_0956","persistent","175","177"
"SRR8292155_assembly_CDS_0988","persistent","175","177"
"SRR8292155_assembly_CDS_1020","persistent","175","175"
"SRR8292155_assembly_CDS_1052","persistent","175","175"
"SRR8292155_assembly_CDS_1244","persistent","175","175"
"SRR8292155_assembly_CDS_1372","shell","56","56"
"SRR8292155_assembly_CDS_1404","shell","57","57"
"SRR15415540_assembly_CDS_1720","persistent","175","175"
"SRR15415540_assembly_CDS_2392","persistent","175","175"
"SRR15415540_assembly_CDS_2552","persistent","175","175"
"SRR15415540_assembly_CDS_2616","persistent","175","175"
"SRR15415540_assembly_CDS_2680","persistent","175","175"
"SRR15415540_assembly_CDS_2808","persistent","175","175"
"SRR15415540_assembly_CDS_2872","persistent","175","175"
"SRR15415540_assembly_CDS_2968","shell","11","11"
"SRR15415540_assembly_CDS_3032","persistent","175","175"
"SRR15415540_assembly_CDS_3192","persistent","175","175"
"SRR15415540_assembly_CDS_3352","persistent","175","175"
"SRR15415540_assembly_CDS_3416","shell","17","18"
"SRR15415540_assembly_CDS_3608","persistent","175","175"
"SRR15415540_assembly_CDS_3640","shell","64","64"
"SRR15415540_assembly_CDS_3864","persistent","175","175"
"SRR15415540_assembly_CDS_3896","persistent","175","175"
"SRR15415540_assembly_CDS_3928","persistent","175","175"
"SRR15415540_assembly_CDS_4024","shell","103","103"
"SRR15415540_assembly_CDS_4120","persistent","174","174"
"SRR15415540_assembly_CDS_4344","cloud","6","6"
"DRR381743_assembly_CDS_1066","persistent","175","175"
"DRR381743_assembly_CDS_1098","shell","148","164"
"DRR381743_assembly_CDS_1130","persistent","175","176"
"DRR381743_assembly_CDS_1162","persistent","175","175"
"DRR381743_assembly_CDS_1194","persistent","175","175"
"DRR381743_assembly_CDS_1226","shell","114","149"
"DRR381743_assembly_CDS_1258","shell","15","15"
"DRR381743_assembly_CDS_2187","persistent","175","175"
"DRR381743_assembly_CDS_2283","persistent","175","175"
"DRR381743_assembly_CDS_2315","persistent","171","171"
"DRR381743_assembly_CDS_2411","persistent","175","175"
"DRR381743_assembly_CDS_2443","persistent","175","176"
"DRR381743_assembly_CDS_2475","persistent","175","175"
"DRR381743_assembly_CDS_2571","persistent","175","175"
"DRR381743_assembly_CDS_2603","persistent","175","175"
"DRR381743_assembly_CDS_2635","persistent","175","175"
"DRR381743_assembly_CDS_2667","shell","40","40"
"DRR381743_assembly_CDS_2699","persistent","175","175"
"DRR381743_assembly_CDS_3115","shell","121","121"
"DRR381743_assembly_CDS_3339","persistent","173","174"
"DRR381743_assembly_CDS_3691","persistent","175","175"
"DRR381743_assembly_CDS_3723","persistent","175","175"
"DRR381743_assembly_CDS_3787","persistent","175","175"
"DRR381743_assembly_CDS_3819","persistent","175","175"
"DRR381743_assembly_CDS_3947","shell","55","55"
"DRR381743_assembly_CDS_4043","shell","158","158"
"DRR381743_assembly_CDS_4235","persistent","175","175"
"SRR1509643_assembly_CDS_3193","shell","112","112"
"SRR1509643_assembly_CDS_3322","persistent","172","173"
"SRR1509643_assembly_CDS_3354","persistent","175","175"
"SRR1509643_assembly_CDS_4154","shell","112","112"
"SRR1509643_assembly_CDS_4186","shell","120","120"
"SRR1509643_assembly_CDS_4250","shell","66","66"
"SRR1509643_assembly_CDS_4474","shell","79","79"
"SRR4301531_assembly_CDS_0683","persistent","175","175"
"SRR4301531_assembly_CDS_0716","persistent","175","175"
"SRR4301531_assembly_CDS_1004","persistent","175","175"
"SRR4301531_assembly_CDS_1036","persistent","175","175"
"SRR4301531_assembly_CDS_1068","persistent","175","175"
"SRR4301531_assembly_CDS_1132","persistent","175","176"
"SRR4301531_assembly_CDS_1164","persistent","175","175"
"SRR4301531_assembly_CDS_1196","persistent","175","175"
"SRR4301497_assembly_CDS_2050","persistent","175","175"
"SRR4301497_assembly_CDS_2082","persistent","175","175"
"SRR4301497_assembly_CDS_2626","persistent","172","172"
"SRR4301497_assembly_CDS_2722","persistent","175","175"
"SRR4301497_assembly_CDS_3202","persistent","169","169"
"SRR4301497_assembly_CDS_3618","persistent","175","175"
"SRR4301497_assembly_CDS_3810","persistent","175","176"
"SRR4301497_assembly_CDS_4066","shell","20","20"
"SRR4301497_assembly_CDS_4194","persistent","174","174"
"SRR4301497_assembly_CDS_4226","shell","24","24"
"SRR4301497_assembly_CDS_4354","persistent","175","175"
"SRR4301497_assembly_CDS_4418","shell","108","108"
"SRR4301497_assembly_CDS_4578","shell","103","103"
"SRR4301497_assembly_CDS_4674","persistent","174","174"
"SRR4301497_assembly_CDS_4738","persistent","175","351"
"SRR4301497_assembly_CDS_4931","shell","100","100"
"SRR6929607_assembly_CDS_0056","persistent","175","175"
"SRR6929607_assembly_CDS_0120","persistent","171","171"
"SRR6929631_assembly_CDS_3684","persistent","174","174"
"SRR6929631_assembly_CDS_3716","persistent","175","176"
"SRR6929631_assembly_CDS_3780","persistent","175","175"
"SRR6929631_assembly_CDS_3812","persistent","175","175"
"SRR6929631_assembly_CDS_3876","shell","118","118"
"SRR6929631_assembly_CDS_3940","persistent","175","176"
"SRR6929631_assembly_CDS_4804","shell","143","143"
"SRR6929622_assembly_CDS_0111","persistent","175","175"
"SRR6929622_assembly_CDS_0143","persistent","175","175"
"SRR6929622_assembly_CDS_0688","shell","162","162"
"SRR6929622_assembly_CDS_0913","persistent","175","175"
"SRR6929622_assembly_CDS_0945","persistent","175","175"
"SRR6929622_assembly_CDS_1297","persistent","175","175"
"SRR6929622_assembly_CDS_1329","persistent","175","176"
"SRR6929622_assembly_CDS_2993","persistent","169","169"
"SRR6929622_assembly_CDS_3057","persistent","175","176"
"SRR6929622_assembly_CDS_3121","shell","48","48"
"SRR15376147_assembly_CDS_4384","persistent","171","174"
"SRR15415554_assembly_CDS_0528","persistent","175","175"
"SRR15415554_assembly_CDS_1168","persistent","175","175"
"SRR15415554_assembly_CDS_1360","cloud","4","4"
"SRR15415554_assembly_CDS_1744","shell","56","58"
"SRR15415554_assembly_CDS_1776","persistent","175","176"
"SRR15376152_assembly_CDS_2169","persistent","175","175"
"SRR15376152_assembly_CDS_2521","persistent","175","175"
"SRR15376152_assembly_CDS_3290","cloud","4","4"
"SRR15376152_assembly_CDS_3674","persistent","175","175"
"SRR15376152_assembly_CDS_3706","shell","54","54"
"SRR15376152_assembly_CDS_4410","persistent","174","177"
"SRR3180501_assembly_CDS_3940","shell","61","62"
"SRR4301569_assembly_CDS_2857","shell","46","46"
"SRR4301569_assembly_CDS_4811","shell","48","48"
"SRR6929633_assembly_CDS_3596","persistent","175","175"
