genome	Unique	Distinct	Total	Max_count	rep_types	rep_frac_distinct	rep_frac_total
GCF_016889545.1_ASM1688954v1	4723945	4771930	4882285	82	47985	0.010056	0.032432
GCF_016889565.1_ASM1688956v1	4875189	4935416	5083906	75	60227	0.012203	0.041054
GCF_016889605.1_ASM1688960v1	4900106	4936451	5008637	29	36345	0.007363	0.021669
GCF_016889625.1_ASM1688962v1	5000187	5091089	5225317	50	90902	0.017855	0.043084
GCF_016889685.1_ASM1688968v1	5115891	5243022	5434676	65	127131	0.024248	0.058658
GCF_016889725.1_ASM1688972v1	5158435	5257171	5438064	58	98736	0.018781	0.051421
GCF_016889845.1_ASM1688984v1	4837646	4922157	5066345	77	84511	0.017170	0.045141
GCF_016889865.1_ASM1688986v1	4623812	4644153	4695222	55	20341	0.004380	0.015209
GCF_016889905.1_ASM1688990v1	5015895	5084882	5224263	68	68987	0.013567	0.039885
GCF_016890005.1_ASM1689000v1	4886736	4937330	5058341	78	50594	0.010247	0.033925
GCF_016890045.1_ASM1689004v1	5149003	5236346	5425218	50	87343	0.016680	0.050913
GCF_016890105.1_ASM1689010v1	5053599	5108905	5215898	50	55306	0.010825	0.031116
GCF_016903275.1_ASM1690327v1	5056521	5133475	5282806	30	76954	0.014991	0.042834
GCF_016903315.1_ASM1690331v1	5242082	5346622	5526042	51	104540	0.019553	0.051386
GCF_016903335.1_ASM1690333v1	4977131	5040473	5142304	48	63342	0.012567	0.032120
GCF_016903375.1_ASM1690337v1	4928136	5018896	5168793	52	90760	0.018084	0.046560
GCF_016903435.1_ASM1690343v1	4938621	5001309	5130776	48	62688	0.012534	0.037451
GCF_016903535.1_ASM1690353v1	4674335	4728532	4825063	47	54197	0.011462	0.031239
GCF_016903595.1_ASM1690359v1	5128200	5195904	5346615	31	67704	0.013030	0.040851
GCF_016903615.1_ASM1690361v1	5078704	5148733	5274529	51	70029	0.013601	0.037127
GCF_016903815.1_ASM1690381v1	5214980	5316083	5496567	32	101103	0.019018	0.051230
GCF_016903835.1_ASM1690383v1	5019905	5075106	5170596	48	55201	0.010877	0.029144
GCF_016903855.1_ASM1690385v1	4971547	5056507	5232031	53	84960	0.016802	0.049786
GCF_016903915.1_ASM1690391v1	5163364	5268475	5457334	48	105111	0.019951	0.053867
GCF_016903935.1_ASM1690393v1	5245984	5421373	5681719	55	175389	0.032351	0.076691
GCF_016903995.1_ASM1690399v1	4844877	4880981	4967171	82	36104	0.007397	0.024620
GCF_016904055.1_ASM1690405v1	4955480	5021757	5140690	55	66277	0.013198	0.036028
GCF_016904075.1_ASM1690407v1	5115791	5178365	5292391	48	62574	0.012084	0.033369
GCF_016904115.1_ASM1690411v1	5018576	5082473	5206752	52	63897	0.012572	0.036141
GCF_016904175.1_ASM1690417v1	4742269	4766525	4823466	56	24256	0.005089	0.016834
GCF_016904195.1_ASM1690419v1	4853295	4901472	5000591	47	48177	0.009829	0.029456
GCF_016904235.1_ASM1690423v1	5265257	5372405	5544753	53	107148	0.019944	0.050407
GCF_016904255.1_ASM1690425v1	4971834	5022215	5140306	29	50381	0.010032	0.032775
GCF_016904335.1_ASM1690433v1	5113462	5184993	5343098	29	71531	0.013796	0.042978
GCF_016904395.1_ASM1690439v1	4615685	4650248	4751290	78	34563	0.007433	0.028541
GCF_016904435.1_ASM1690443v1	4970175	5060233	5205154	48	90058	0.017797	0.045144
GCF_016904455.1_ASM1690445v1	5157738	5241394	5364974	47	83656	0.015961	0.038628
GCF_016904475.1_ASM1690447v1	4994595	5040570	5120433	49	45975	0.009121	0.024576
GCF_016904495.1_ASM1690449v1	5237697	5362561	5590025	27	124864	0.023284	0.063028
GCF_016904535.1_ASM1690453v1	4975931	5058693	5183714	48	82762	0.016360	0.040084
GCF_016904555.1_ASM1690455v1	5033678	5086905	5189321	28	53227	0.010464	0.029993
GCF_016904575.1_ASM1690457v1	4913940	4964584	5082403	24	50644	0.010201	0.033146
GCF_016904615.1_ASM1690461v1	4984518	5072500	5214816	56	87982	0.017345	0.044162
GCF_016904655.1_ASM1690465v1	4920941	4973299	5067729	60	52358	0.010528	0.028965
GCF_016904695.1_ASM1690469v1	4542610	4583904	4678606	79	41294	0.009008	0.029068
GCF_016939795.1_ASM1693979v1	4994751	5059232	5181774	50	64481	0.012745	0.036092
GCF_016942475.1_ASM1694247v1	4898660	5015246	5230639	78	116586	0.023246	0.063468
GCF_016942505.1_ASM1694250v1	4919746	4971731	5086668	50	51985	0.010456	0.032816
GCF_016942535.1_ASM1694253v1	4812701	4870512	5012736	44	57811	0.011870	0.039905
GCF_016942575.1_ASM1694257v1	4969945	5009153	5115316	61	39208	0.007827	0.028419
GCF_016942595.1_ASM1694259v1	4500993	4541243	4681067	69	40250	0.008863	0.038469
GCF_016942615.1_ASM1694261v1	4774592	4827869	4979278	77	53277	0.011035	0.041108
GCF_016942635.1_ASM1694263v1	4931537	4982915	5087258	28	51378	0.010311	0.030610
GCF_016942655.1_ASM1694265v1	4856672	4907453	5022946	48	50781	0.010348	0.033103
GCF_016944635.1_ASM1694463v1	4696484	4792651	4953796	81	96167	0.020066	0.051942
GCF_016944655.1_ASM1694465v1	4562147	4617776	4766365	69	55629	0.012047	0.042846
GCF_016944675.1_ASM1694467v1	5446322	5561991	5776535	52	115669	0.020796	0.057165
GCF_016944695.1_ASM1694469v1	4581018	4612320	4739285	84	31302	0.006787	0.033395
GCF_016944715.1_ASM1694471v1	4974232	5015271	5115846	79	41039	0.008183	0.027681
GCF_016944735.1_ASM1694473v1	4728492	4804851	4980233	82	76359	0.015892	0.050548
GCF_016944755.1_ASM1694475v1	5002538	5101281	5266787	51	98743	0.019357	0.050173
GCF_016944775.1_ASM1694477v1	4804644	4843905	4937346	44	39261	0.008105	0.026877
GCF_017088405.1_ASM1708840v1	4810189	4848663	4947724	78	38474	0.007935	0.027798
GCF_017088425.1_ASM1708842v1	4938294	4997316	5157065	71	59022	0.011811	0.042422
GCF_017088445.1_ASM1708844v1	5095373	5149122	5254705	51	53749	0.010438	0.030322
GCF_017088465.1_ASM1708846v1	4889439	4932091	5055207	73	42652	0.008648	0.032792
GCF_017088485.1_ASM1708848v1	4592554	4641929	4761090	85	49375	0.010637	0.035399
GCF_017161035.1_ASM1716103v1	4610398	4647795	4762738	76	37397	0.008046	0.031986
GCF_017161345.1_ASM1716134v1	4756258	4802801	4951146	80	46543	0.009691	0.039362
GCF_017164755.1_ASM1716475v1	5186246	5323593	5630119	62	137347	0.025800	0.078839
GCF_017164775.1_ASM1716477v1	5172382	5301147	5582567	62	128765	0.024290	0.073476
GCF_017164795.1_ASM1716479v1	5127121	5282252	5633902	62	155131	0.029368	0.089952
GCF_017164815.1_ASM1716481v1	5149518	5300426	5649114	62	150908	0.028471	0.088438
GCF_017164835.1_ASM1716483v1	5149557	5300449	5649136	62	150892	0.028468	0.088435
GCF_017164855.1_ASM1716485v1	5114019	5264711	5613174	62	150692	0.028623	0.088926
GCF_017164875.1_ASM1716487v1	5113736	5264425	5611571	62	150689	0.028624	0.088716
GCF_017164895.1_ASM1716489v1	5124669	5275718	5619018	62	151049	0.028631	0.087978
GCF_017164915.1_ASM1716491v1	5143104	5294699	5641443	62	151595	0.028631	0.088335
GCF_017164935.1_ASM1716493v1	5151268	5303810	5651123	62	152542	0.028761	0.088452
GCF_017164955.1_ASM1716495v1	5151211	5303789	5652488	62	152578	0.028768	0.088683
GCF_017164975.1_ASM1716497v1	5111261	5264003	5612211	62	152742	0.029016	0.089261
GCF_017164995.1_ASM1716499v1	5155107	5311033	5684318	62	155926	0.029359	0.093100
GCF_017165015.1_ASM1716501v1	5113237	5265480	5606340	62	152243	0.028913	0.087955
GCF_017165035.1_ASM1716503v1	5111993	5264827	5604320	62	152834	0.029029	0.087848
GCF_017165055.1_ASM1716505v1	5111999	5264728	5609213	62	152729	0.029010	0.088642
GCF_017165075.1_ASM1716507v1	5112024	5264746	5609224	62	152722	0.029008	0.088640
GCF_017165095.1_ASM1716509v1	5115273	5268005	5612469	62	152732	0.028992	0.088588
GCF_017165115.1_ASM1716511v1	4954256	5268102	5825733	62	313846	0.059575	0.149591
GCF_017165135.1_ASM1716513v1	5115333	5268056	5612513	62	152723	0.028990	0.088584
GCF_017165155.1_ASM1716515v1	5113385	5266515	5609236	62	153130	0.029076	0.088399
GCF_017165215.1_ASM1716521v1	5112107	5264818	5611654	62	152711	0.029006	0.089020
GCF_017165235.1_ASM1716523v1	5106283	5258796	5600639	62	152513	0.029002	0.088268
GCF_017165255.1_ASM1716525v1	5116182	5268348	5613790	62	152166	0.028883	0.088640
GCF_017165275.1_ASM1716527v1	5106100	5258770	5600718	62	152670	0.029032	0.088313
GCF_017165295.1_ASM1716529v1	5116419	5269120	5613850	62	152701	0.028980	0.088608
GCF_017165315.1_ASM1716531v1	5132262	5284781	5625741	62	152519	0.028860	0.087718
GCF_017165335.1_ASM1716533v1	5113375	5262571	5602968	62	149196	0.028350	0.087381
GCF_017165355.1_ASM1716535v1	5130597	5284151	5624796	62	153554	0.029059	0.087861
GCF_017165375.1_ASM1716537v1	5123682	5282827	5656748	62	159145	0.030125	0.094235
GCF_017165395.1_ASM1716539v1	5192064	5385610	5817771	62	193546	0.035938	0.107551
GCF_017165415.1_ASM1716541v1	5145669	5277780	5554282	62	132111	0.025032	0.073567
GCF_017165435.1_ASM1716543v1	5154852	5307972	5649299	62	153120	0.028847	0.087524
GCF_017165455.1_ASM1716545v1	5138447	5291353	5633805	62	152906	0.028897	0.087926
GCF_017310055.1_ASM1731005v1	4735970	4777168	4898776	82	41198	0.008624	0.033234
GCF_017310445.1_ASM1731044v1	5359838	5466907	5628524	35	107069	0.019585	0.047736
GCF_017338715.1_ASM1733871v1	4547460	4583906	4690858	81	36446	0.007951	0.030570
GCF_017348835.2_ASM1734883v2	5241153	5337584	5539698	74	96431	0.018066	0.053892
GCF_017352035.1_ASM1735203v1	4972873	5020033	5111959	47	47160	0.009394	0.027208
GCF_017352055.1_ASM1735205v1	4470879	4509327	4622467	76	38448	0.008526	0.032794
GCF_017352075.1_ASM1735207v1	4879198	4945398	5076408	46	66200	0.013386	0.038848
GCF_017356665.1_ASM1735666v1	4974594	5033010	5133920	51	58416	0.011607	0.031034
GCF_017357505.1_ASM1735750v1	4935819	5093111	5312553	55	157292	0.030883	0.070914
GCF_017357545.1_ASM1735754v1	5168471	5298303	5593679	61	129832	0.024504	0.076016
GCF_017357565.1_ASM1735756v1	4592258	4622566	4708710	79	30308	0.006557	0.024731
GCF_017357765.1_ASM1735776v1	4914776	4967392	5065481	44	52616	0.010592	0.029751
GCF_017570585.1_ASM1757058v1	4859103	4913026	5032042	77	53923	0.010976	0.034368
GCF_017570605.1_ASM1757060v1	4932029	5037340	5274623	80	105311	0.020906	0.064951
GCF_017570625.1_ASM1757062v1	4833992	4878889	4987995	81	44897	0.009202	0.030875
GCF_017570645.1_ASM1757064v1	5095251	5210987	5402722	49	115736	0.022210	0.056910
GCF_017570685.1_ASM1757068v1	4980260	5045468	5186776	46	65208	0.012924	0.039816
GCF_017579865.1_ASM1757986v1	4606370	4706140	4885375	82	99770	0.021200	0.057110
GCF_017603565.1_ASM1760356v1	4989495	5077388	5227341	27	87893	0.017311	0.045500
GCF_017604265.1_ASM1760426v1	4394367	4427270	4526726	75	32903	0.007432	0.029239
GCF_017638965.1_ASM1763896v1	4744111	4768361	4824705	48	24250	0.005086	0.016704
GCF_017638985.1_ASM1763898v1	5075242	5122376	5221707	34	47134	0.009202	0.028049
GCF_017639005.1_ASM1763900v1	5038580	5093337	5207924	32	54757	0.010751	0.032517
GCF_017639025.1_ASM1763902v1	4822606	4871334	5014064	74	48728	0.010003	0.038184
GCF_017639045.1_ASM1763904v1	4774779	4842009	4991408	76	67230	0.013885	0.043400
GCF_017639105.1_ASM1763910v1	4991836	5039208	5159347	80	47372	0.009401	0.032467
GCF_017639125.1_ASM1763912v1	4646197	4715246	4859273	80	69049	0.014644	0.043849
GCF_017639145.1_ASM1763914v1	4597173	4664829	4805292	80	67656	0.014503	0.043310
GCF_017639165.1_ASM1763916v1	4970267	5020263	5145356	80	49996	0.009959	0.034029
GCF_017639185.1_ASM1763918v1	5334716	5419239	5598871	68	84523	0.015597	0.047180
GCF_017654165.1_ASM1765416v1	4786203	4833913	4933413	45	47710	0.009870	0.029839
GCF_017743075.1_ASM1774307v1	4887560	4929496	5036664	50	41936	0.008507	0.029604
GCF_017815815.1_ASM1781581v1	4997062	5147913	5370506	51	150851	0.029303	0.069536
GCF_017868515.1_ASM1786851v1	4435799	4499732	4661771	76	63933	0.014208	0.048473
GCF_017900955.1_ASM1790095v1	4927436	4962600	5030067	69	35164	0.007086	0.020404
GCF_017900975.1_ASM1790097v1	4927436	4962600	5030067	69	35164	0.007086	0.020404
GCF_017900995.1_ASM1790099v1	4927436	4962600	5030067	69	35164	0.007086	0.020404
GCF_017901015.1_ASM1790101v1	4927436	4962600	5030067	69	35164	0.007086	0.020404
GCF_017903455.1_ASM1790345v1	5028009	5115012	5321626	79	87003	0.017009	0.055174
GCF_018071945.1_ASM1807194v2	4915931	4944825	5013178	67	28894	0.005843	0.019398
GCF_018075285.1_ASM1807528v1	4849592	4930593	5098643	54	81001	0.016428	0.048847
GCF_018075305.1_ASM1807530v1	5101414	5194075	5359480	50	92661	0.017840	0.048151
GCF_018075345.1_ASM1807534v1	4610703	4647930	4762554	76	37227	0.008009	0.031884
GCF_018085225.1_ASM1808522v1	4888478	4951623	5129917	63	63145	0.012752	0.047065
GCF_018128405.1_ASM1812840v1	5381964	5466222	5631247	55	84258	0.015414	0.044268
GCF_018141125.1_ASM1814112v1	5272708	5324811	5439196	55	52103	0.009785	0.030609
GCF_018141145.1_ASM1814114v1	4689529	4731843	4826219	78	42314	0.008942	0.028322
GCF_018141225.1_ASM1814122v1	5092947	5155722	5288366	59	62775	0.012176	0.036953
GCF_018141245.1_ASM1814124v1	4626467	4679864	4836072	68	53397	0.011410	0.043342
GCF_018141265.1_ASM1814126v1	5094811	5175687	5351646	51	80876	0.015626	0.047992
GCF_018199975.1_ASM1819997v1	5090794	5150087	5282951	46	59293	0.011513	0.036373
GCF_018223665.1_ASM1822366v1	4964704	5025013	5147469	49	60309	0.012002	0.035506
GCF_018255835.1_ASM1825583v1	4660485	4702623	4831104	79	42138	0.008961	0.035317
GCF_018279085.1_ASM1827908v1	5024506	5081290	5210749	48	56784	0.011175	0.035742
GCF_018279125.1_ASM1827912v1	4980794	5044702	5185785	66	63908	0.012668	0.039529
GCF_018279225.1_ASM1827922v1	5101004	5265270	5616498	48	164266	0.031198	0.091782
GCF_018279585.1_ASM1827958v1	4871711	4921614	5068021	81	49903	0.010140	0.038735
GCF_018316615.1_ASM1831661v1	5045158	5137765	5317677	76	92607	0.018025	0.051248
GCF_018343835.1_ASM1834383v1	4927436	4962600	5030067	69	35164	0.007086	0.020404
GCF_018361365.1_ASM1836136v1	4751798	4807032	4932284	77	55234	0.011490	0.036593
GCF_018394415.1_ASM1839441v1	4869089	4943618	5092123	57	74529	0.015076	0.043800
GCF_018415975.1_ASM1841597v1	5186018	5255519	5380196	49	69501	0.013224	0.036091
GCF_018415995.1_ASM1841599v1	5032236	5109809	5260992	45	77573	0.015181	0.043482
GCF_018417715.1_ASM1841771v1	4633462	4669612	4788565	80	36150	0.007742	0.032390
GCF_018460065.1_ASM1846006v1	4980958	5205732	5485513	49	224774	0.043178	0.091980
GCF_018499805.2_ASM1849980v2	4845318	4896422	5014936	75	51104	0.010437	0.033823
GCF_018499845.2_ASM1849984v2	4913208	4974470	5115327	75	61262	0.012315	0.039512
GCF_018628815.1_ASM1862881v1	4351158	4386877	4502742	74	35719	0.008142	0.033665
GCF_018734065.1_ASM1873406v1	4996050	5053856	5162491	60	57806	0.011438	0.032240
GCF_018771465.1_ASM1877146v1	4886031	4933574	5037394	56	47543	0.009637	0.030048
GCF_018771545.1_ASM1877154v1	4946854	5017521	5181553	77	70667	0.014084	0.045295
GCF_018771585.1_ASM1877158v1	5148740	5222800	5371897	29	74060	0.014180	0.041542
GCF_018798845.1_ASM1879884v1	4940821	4994524	5092012	60	53703	0.010752	0.029692
GCF_018884065.1_ASM1888406v1	4850484	4894903	4997948	55	44419	0.009075	0.029505
GCF_018884265.1_ASM1888426v1	4979812	5061822	5240196	51	82010	0.016202	0.049690
GCF_018884285.1_ASM1888428v1	4935427	4998408	5170292	54	62981	0.012600	0.045426
GCF_018884305.1_ASM1888430v1	4950181	5039656	5227320	51	89475	0.017754	0.053017
GCF_018884325.1_ASM1888432v1	4782142	4837587	5032564	77	55445	0.011461	0.049760
GCF_018884345.1_ASM1888434v1	5071848	5160688	5367015	43	88840	0.017215	0.054996
GCF_018884365.1_ASM1888436v1	5028988	5119602	5362811	79	90614	0.017699	0.062248
GCF_018884385.1_ASM1888438v1	5115170	5288842	5651956	53	173672	0.032837	0.094973
GCF_018884405.1_ASM1888440v1	4817677	4903364	5138333	65	85687	0.017475	0.062405
GCF_018884425.1_ASM1888442v1	4925297	5078430	5388101	44	153133	0.030154	0.085894
GCF_018884445.1_ASM1888444v1	4997728	5073988	5283737	79	76260	0.015030	0.054130
GCF_018884465.1_ASM1888446v1	5012177	5090576	5238175	61	78399	0.015401	0.043144
GCF_018884485.1_ASM1888448v1	5123899	5206666	5371842	87	82767	0.015896	0.046156
GCF_018884505.1_ASM1888450v1	4889761	4961716	5158179	74	71955	0.014502	0.052037
GCF_018884525.1_ASM1888452v1	4926002	5008068	5223461	64	82066	0.016387	0.056947
GCF_018884545.1_ASM1888454v1	4936857	5057128	5294753	56	120271	0.023782	0.067594
GCF_018884565.1_ASM1888456v1	4766809	4842420	5015492	79	75611	0.015614	0.049583
GCF_018884585.1_ASM1888458v1	4925269	5005400	5194812	63	80131	0.016009	0.051887
GCF_018966785.1_ASM1896678v1	4694080	4784168	5013386	84	90088	0.018830	0.063691
GCF_018966845.1_ASM1896684v1	4904690	4998390	5238960	72	93700	0.018746	0.063805
GCF_018968645.1_ASM1896864v1	4857976	4894808	4987050	60	36832	0.007525	0.025882
GCF_018972045.1_ASM1897204v1	4586439	4632062	4755961	76	45623	0.009849	0.035644
GCF_018972205.1_ASM1897220v1	5019200	5085654	5202593	48	66454	0.013067	0.035250
GCF_018972225.1_ASM1897222v1	5026588	5101409	5212883	48	74821	0.014667	0.035737
GCF_018972245.1_ASM1897224v1	5028587	5077901	5190193	50	49314	0.009711	0.031137
GCF_018972265.1_ASM1897226v1	5144655	5213635	5337015	50	68980	0.013231	0.036043
GCF_018986795.1_ASM1898679v1	4973123	5046629	5191620	21	73506	0.014565	0.042086
GCF_018986815.1_ASM1898681v1	4869986	4922665	5041103	66	52679	0.010701	0.033944
GCF_018986835.1_ASM1898683v1	4797134	4834110	4917472	47	36976	0.007649	0.024472
GCF_018988345.1_ASM1898834v1	4847173	4912444	5051678	81	65271	0.013287	0.040483
GCF_018988385.1_ASM1898838v1	5064470	5151816	5358966	79	87346	0.016954	0.054954
GCF_019086825.1_ASM1908682v1	5361765	5425114	5552909	34	63349	0.011677	0.034422
GCF_019091005.1_ASM1909100v1	4786790	4832274	4944023	56	45484	0.009413	0.031803
GCF_019192625.2_ASM1919262v2	4425004	4460723	4558276	76	35719	0.008007	0.029237
GCF_019211745.1_ASM1921174v1	4774258	4808401	4883649	44	34143	0.007101	0.022399
GCF_019334385.1_ASM1933438v1	4425693	4459863	4558793	78	34170	0.007662	0.029196
GCF_019334645.1_ASM1933464v1	4392815	4429667	4552304	71	36852	0.008319	0.035035
GCF_019334665.1_ASM1933466v1	4389841	4427450	4553932	71	37609	0.008495	0.036033
GCF_019355455.1_ASM1935545v1	5026738	5104417	5267146	68	77679	0.015218	0.045643
GCF_019355475.1_ASM1935547v1	4996561	5036320	5141454	55	39759	0.007894	0.028181
GCF_019355495.1_ASM1935549v1	5213352	5275149	5391998	50	61797	0.011715	0.033132
GCF_019357435.1_ASM1935743v1	4847989	4903889	5056264	86	55900	0.011399	0.041191
GCF_019375055.2_ASM1937505v2	5035109	5165598	5434519	70	130489	0.025261	0.073495
GCF_019426265.1_ASM1942626v1	5159788	5244501	5388201	49	84713	0.016153	0.042391
GCF_019428525.1_ASM1942852v1	4941354	5001274	5112252	50	59920	0.011981	0.033429
GCF_019428545.1_ASM1942854v1	4838545	4888138	4983328	50	49593	0.010146	0.029053
GCF_019428565.1_ASM1942856v1	4998076	5054760	5168828	50	56684	0.011214	0.033035
GCF_019428585.1_ASM1942858v1	5009354	5070689	5185391	50	61335	0.012096	0.033949
GCF_019428605.1_ASM1942860v1	5088642	5152043	5271954	50	63401	0.012306	0.034771
GCF_019428625.1_ASM1942862v1	4758019	4821729	5036487	72	63710	0.013213	0.055290
GCF_019428645.1_ASM1942864v1	4878936	4962181	5130512	45	83245	0.016776	0.049035
GCF_019428665.1_ASM1942866v1	4693698	4747122	4937888	76	53424	0.011254	0.049452
GCF_019428705.1_ASM1942870v1	5258678	5427310	5753682	80	168632	0.031071	0.086033
GCF_019428725.1_ASM1942872v1	5050092	5149076	5351184	80	98984	0.019224	0.056266
GCF_019428745.1_ASM1942874v1	5249687	5409520	5656566	47	159833	0.029547	0.071930
GCF_019428765.1_ASM1942876v1	5214450	5430381	5737822	47	215931	0.039764	0.091214
GCF_019428785.1_ASM1942878v1	4952294	5046350	5261895	51	94056	0.018638	0.058838
GCF_019431145.1_ASM1943114v1	4771556	4819910	4929882	83	48354	0.010032	0.032116
GCF_019431165.1_ASM1943116v1	5087720	5150136	5274609	36	62416	0.012119	0.035432
GCF_019431185.1_ASM1943118v1	5355948	5557566	5897878	52	201618	0.036278	0.091886
GCF_019431295.1_ASM1943129v1	5363179	5470366	5676170	79	107187	0.019594	0.055141
GCF_019431315.1_ASM1943131v1	4922379	4976621	5107035	38	54242	0.010899	0.036157
GCF_019431335.1_ASM1943133v1	4999090	5063254	5229994	24	64164	0.012672	0.044150
GCF_019434375.1_ASM1943437v1	4830530	4864952	4965334	54	34422	0.007076	0.027149
GCF_019443365.1_ASM1944336v1	4863415	4920884	5042156	55	57469	0.011679	0.035449
GCF_019443605.1_ASM1944360v1	5022663	5083802	5190349	60	61139	0.012026	0.032307
GCF_019443685.1_ASM1944368v1	4957605	5008377	5107628	62	50772	0.010137	0.029372
GCF_019551815.1_ASM1955181v1	4557868	4593324	4693361	80	35456	0.007719	0.028869
GCF_019551835.1_ASM1955183v1	4592547	4630144	4737275	80	37597	0.008120	0.030551
GCF_019551855.1_ASM1955185v1	4593791	4631438	4756231	80	37647	0.008129	0.034153
GCF_019599065.1_ASM1959906v1	4466676	4481648	4513212	146	14972	0.003341	0.010311
GCF_019614825.1_ASM1961482v1	4787167	4833065	4944381	56	45898	0.009497	0.031796
GCF_019645795.1_ASM1964579v1	4606299	4622760	4666692	178	16461	0.003561	0.012941
GCF_019645975.1_ASM1964597v1	5017823	5091431	5210346	54	73608	0.014457	0.036950
GCF_019645995.1_ASM1964599v1	4613951	4629676	4663338	100	15725	0.003397	0.010590
GCF_019646015.1_ASM1964601v1	4496172	4511604	4547346	135	15432	0.003421	0.011254
GCF_019710415.1_ASM1971041v1	5172127	5268514	5458713	54	96387	0.018295	0.052501
GCF_019720795.1_ASM1972079v1	4894873	4942287	5049781	55	47414	0.009594	0.030676
GCF_019754155.1_ASM1975415v1	4448797	4464922	4498391	166	16125	0.003611	0.011025
GCF_019802685.1_ASM1980268v1	5059711	5105113	5202917	33	45402	0.008893	0.027524
GCF_019843995.1_ASM1984399v1	5000188	5057957	5185923	56	57769	0.011421	0.035815
GCF_019844015.1_ASM1984401v1	4810895	4876157	5026895	76	65262	0.013384	0.042969
GCF_019844035.1_ASM1984403v1	4816795	4882002	5032751	76	65207	0.013357	0.042910
GCF_019890835.1_ASM1989083v1	4766366	4792572	4852928	24	26206	0.005468	0.017837
GCF_019890855.1_ASM1989085v1	4731004	4759566	4820904	22	28562	0.006001	0.018648
GCF_019891035.1_ASM1989103v1	4618714	4675167	4809421	47	56453	0.012075	0.039653
GCF_019915505.1_ASM1991550v1	5065121	5175697	5362862	60	110576	0.021364	0.055519
GCF_019915525.1_ASM1991552v1	5146809	5313741	5635970	50	166932	0.031415	0.086793
GCF_019915545.1_ASM1991554v1	5149109	5242111	5411682	53	93002	0.017741	0.048520
GCF_019969485.1_ASM1996948v1	5159981	5245671	5470121	66	85690	0.016335	0.056697
GCF_019969505.1_ASM1996950v1	5156726	5245841	5472867	66	89115	0.016988	0.057765
GCF_019969525.1_ASM1996952v1	5159873	5241472	5457850	66	81599	0.015568	0.054596
GCF_019969545.1_ASM1996954v1	5125523	5245710	5501336	66	120187	0.022911	0.068313
GCF_019969565.1_ASM1996956v1	5135313	5245783	5491670	66	110470	0.021059	0.064890
GCF_019969585.1_ASM1996958v1	5124375	5245901	5508894	66	121526	0.023166	0.069800
GCF_019969605.1_ASM1996960v1	4744340	4839977	5085833	83	95637	0.019760	0.067146
GCF_019969625.1_ASM1996962v1	4764271	4809949	4925169	78	45678	0.009497	0.032669
GCF_019969645.1_ASM1996964v1	4744248	4839933	5085883	83	95685	0.019770	0.067173
GCF_019970895.1_ASM1997089v1	4656285	4705232	4866855	89	48947	0.010403	0.043266
GCF_019970955.1_ASM1997095v1	4656191	4705206	4868453	91	49015	0.010417	0.043599
GCF_019970975.1_ASM1997097v1	4771086	4841183	5049671	83	70097	0.014479	0.055169
GCF_019970995.1_ASM1997099v1	4623022	4674935	4811647	76	51913	0.011105	0.039202
GCF_019971015.1_ASM1997101v1	4806978	4958319	5247547	71	151341	0.030523	0.083957
GCF_019971035.1_ASM1997103v1	4836686	4954809	5197527	71	118123	0.023840	0.069426
GCF_019971055.1_ASM1997105v1	4836522	4954756	5197614	71	118234	0.023863	0.069473
GCF_019971075.1_ASM1997107v1	4826807	4955319	5215882	71	128512	0.025934	0.074594
GCF_019971115.1_ASM1997111v1	4866662	4984988	5227928	71	118326	0.023736	0.069103
GCF_019973795.1_ASM1997379v1	5140842	5212978	5351923	36	72136	0.013838	0.039440
GCF_019976835.1_ASM1997683v1	5013680	5066410	5171442	52	52730	0.010408	0.030506
GCF_019976915.1_ASM1997691v1	4926036	4975716	5081325	52	49680	0.009984	0.030561
GCF_020023255.1_ASM2002325v1	4457959	4488684	4590078	80	30725	0.006845	0.028784
GCF_020034575.1_ASM2003457v1	4456520	4472722	4506440	164	16202	0.003622	0.011077
GCF_020034595.1_ASM2003459v1	4447445	4461931	4493158	169	14486	0.003247	0.010174
GCF_020034635.1_ASM2003463v1	4847899	4895391	4995870	45	47492	0.009701	0.029619
GCF_020042705.1_ASM2004270v1	4509995	4543762	4641496	81	33767	0.007432	0.028332
GCF_020091645.1_ASM2009164v1	4966389	5067206	5271673	64	100817	0.019896	0.057910
GCF_020149465.1_ASM2014946v1	5135361	5289096	5614650	74	153735	0.029066	0.085364
GCF_020149605.1_ASM2014960v1	4684770	4760394	4902498	76	75624	0.015886	0.044412
GCF_020149625.1_ASM2014962v1	4653991	4762217	5017498	76	108226	0.022726	0.072448
GCF_020149645.1_ASM2014964v1	4956030	5069384	5249504	61	113354	0.022361	0.055905
GCF_020149665.1_ASM2014966v1	4707303	4793971	4958826	79	86668	0.018079	0.050722
GCF_020149685.1_ASM2014968v1	4703932	4794979	4954814	76	91047	0.018988	0.050634
GCF_020149705.1_ASM2014970v1	4678673	4759849	5003749	76	81176	0.017054	0.064966
GCF_020181535.1_ASM2018153v1	4873500	4917438	5040611	80	43938	0.008935	0.033153
GCF_020190405.1_ASM2019040v1	4887096	4947944	5064627	55	60848	0.012298	0.035053
GCF_020217445.1_ASM2021744v1	5101151	5194213	5360148	61	93062	0.017916	0.048319
GCF_020388055.1_ASM2038805v1	4886086	4948631	5131546	63	62545	0.012639	0.047834
